Chromosome	Transposon Position	Transposon	Region	Transcript Name	Gene Name	Biotype	Phenotype	GO Annotation	Number of Strains	Strains
V	19930852	CELE45	intron	Y60A3A.14	NA	protein_coding	NA	GO:0008963,GO:0016021	10	AB1,CB4932,DL226,DL238,JU1586,JU1896,JU2001,JU311,QX1791,QX1792
V	19957602	MARINER2	intron	Y60A3A.7	NA	protein_coding	NA	NA	2	JU1586,QX1792
V	19957863	MIRAGE1	intron	Y60A3A.7	NA	protein_coding	NA	NA	3	CB4856,QX1793,QX1794
V	19959240	Tc5	CDS	Y60A3A.6	srh-172	protein_coding	NA	NA	1	QX1791
V	19962577	Tc5	intergenic	NA	NA	NA	NA	NA	3	CX11262,CX11264,CX11315
V	19964912	Tc3	promoter	Y60A3A.5	srh-171	protein_coding	NA	NA	1	CB4856
V	19975288	MARINER2	intergenic	NA	NA	NA	NA	NA	1	JU642
V	19987546	MARINER2	promoter	Y60A3A.2	clec-260	protein_coding	NA	GO:0030246	2	JU1440,JU360
V	19987546	MARINER2	promoter	Y60A3A.22	sri-67	protein_coding	NA	NA	2	JU1440,JU360
V	19992028	CELE46B	CDS	Y60A3A.25	NA	protein_coding	NA	NA	1	QX1211
V	19993913	MARINER4	intron	Y60A3A.25	NA	protein_coding	NA	NA	1	JU782
V	19993914	CELE45	intron	Y60A3A.25	NA	protein_coding	NA	NA	11	CB4856,JU1440,JU2464,JU360,JU751,MY10,MY16,MY23,NIC195,QX1211,QX1794
V	20005492	HELITRONY3_CE	promoter	Y60A3A.1	unc-51	protein_coding	NA	GO:0004672,GO:0004674,GO:0005515,GO:0006468,GO:0006914,GO:0007409,GO:0007411,GO:0008340,GO:0008361,GO:0009792,GO:0010171,GO:0012501,GO:0016477,GO:0030424,GO:0030516,GO:0032880,GO:0040011,GO:0040014,GO:0040024,GO:0043005,GO:0043025,GO:0043277,GO:0045138,GO:0046777,GO:0048675,GO:0005524,GO:0016772,GO:0048675,GO:0007411,GO:0070265,GO:0008340,GO:0040011,GO:0030163,GO:0040007,GO:0040007,GO:0006914,GO:0006914	1	JU1586
V	20036613	Tc4v	promoter	Y113G7A.16	NA	protein_coding	NA	NA	1	QX1211
V	20073770	HELITRONY2_CE	intergenic	NA	NA	NA	NA	NA	1	JU311
V	20073828	HELITRONY2_CE	intergenic	NA	NA	NA	NA	NA	2	CB4852,EG4349
V	20075656	Tc4v	intergenic	NA	NA	NA	NA	NA	1	RC301
V	20088676	PALTA3_CE	promoter	Y113G7A.8	fre-1	protein_coding	NA	GO:0005634,GO:0005506,GO:0010181,GO:0055114,GO:0016491	1	CB4852
V	20088676	PALTA3_CE	intron	Y113G7A.9	dcs-1	protein_coding	NA	GO:0004780,GO:0005634,GO:0005737,GO:0006401,GO:0006402,GO:0006790,GO:0009150,GO:0047627,GO:0050072,GO:0000290,GO:0016787,GO:0003824,GO:0034984	1	CB4852
V	20089857	Tc4v	intron	Y113G7A.9	dcs-1	protein_coding	NA	GO:0004780,GO:0005634,GO:0005737,GO:0006401,GO:0006402,GO:0006790,GO:0009150,GO:0047627,GO:0050072,GO:0000290,GO:0016787,GO:0003824,GO:0034984	1	JU782
V	20132353	Tc2	intron	Y113G7A.11	ssu-1	protein_coding	NA	GO:0004062,GO:0005829,GO:0006790,GO:0034930,GO:0008146	1	JT11398
V	20160472	LONGPAL2	intron	F19B2.6	NA	protein_coding	NA	NA	4	CX11264,JU1586,JU311,RC301
V	20182024	Tc9	exon	F19B2.1	srz-33	pseudogene	NA	NA	1	DL238
V	20182024	Tc9	promoter	F19B2.12	NA	pseudogene	NA	NA	1	DL238
V	20189264	Tc3	promoter	Y113G7B.1	fbxa-116	protein_coding	NA	GO:0045087,GO:0005515	2	PB303,RC301
V	20193326	PALTA3_CE	CDS	Y113G7B.27	NA	protein_coding	NA	NA	3	AB1,CB4932,JU1586
V	20193326	PALTA3_CE	gene	Y113G7B.29	anr-37	other	NA	NA	3	AB1,CB4932,JU1586
V	20195512	Tc3	promoter	Y113G7B.2	srh-217	protein_coding	NA	NA	58	CB4852,CB4853,CB4854,CB4855,CB4857,CB4858,CX11271,CX11285,CX11292,CX11314,ED3005,ED3011,ED3012,ED3017,ED3048,ED3073,ED3077,EG4349,EG4724,EG4725,EG4946,GXW1,JU1088,JU1172,JU1395,JU1409,JU1530,JU1581,JU2007,JU2466,JU2513,JU258,JU310,JU323,JU367,JU440,JU561,JU774,JU830,JU847,KR314,LKC34,MY18,MY1,NIC199,NIC231,NIC267,NIC268,NIC269,NIC272,NIC274,NIC3,PB306,QG2075,QG557,QX1212,QX1233,WN2001
V	20195512	Tc3	promoter	Y113G7B.28	NA	protein_coding	NA	NA	58	CB4852,CB4853,CB4854,CB4855,CB4857,CB4858,CX11271,CX11285,CX11292,CX11314,ED3005,ED3011,ED3012,ED3017,ED3048,ED3073,ED3077,EG4349,EG4724,EG4725,EG4946,GXW1,JU1088,JU1172,JU1395,JU1409,JU1530,JU1581,JU2007,JU2466,JU2513,JU258,JU310,JU323,JU367,JU440,JU561,JU774,JU830,JU847,KR314,LKC34,MY18,MY1,NIC199,NIC231,NIC267,NIC268,NIC269,NIC272,NIC274,NIC3,PB306,QG2075,QG557,QX1212,QX1233,WN2001
V	20197634	Tc5	CDS	Y113G7B.4	ftr-1	protein_coding	NA	GO:0005515,GO:0040011	1	ED3012
V	20198468	MARINER2	promoter	Y113G7B.5	fog-2	protein_coding	NA	GO:0005515,GO:0005737,GO:0017148,GO:0030371,GO:0030728,GO:0040021,GO:0042006,GO:0042006	1	PS2025
V	20206634	WBT00000661	five_prime_UTR	Y113G7B.9	srbc-34	protein_coding	NA	NA	5	CB4852,CB4858,CX11292,EG4946,QX1212
V	20284243	NDNAX3_CE	intron	ZC15.7	mlt-4	protein_coding	NA	GO:0005515	1	QX1791
V	20288523	WBT00000046	intron	ZC15.7	mlt-4	protein_coding	NA	GO:0005515	1	MY16
V	20328536	PALTA2_CE	intergenic	NA	NA	NA	NA	NA	1	MY16
V	20348614	WBT00000132	exon	Y38H6A.4	NA	pseudogene	NA	NA	2	MY16,NIC195
V	20348616	MARINER3	exon	Y38H6A.4	NA	pseudogene	NA	NA	5	JU782,MY16,MY23,NIC251,QX1211
V	20366284	PAL8D_CE	intron	K02E2.8	NA	protein_coding	NA	NA	4	JU782,NIC195,QX1211,QX1791
V	20380435	MARINER2	promoter	K02E2.6	NA	protein_coding	NA	NA	10	DL238,JU1580,JU2316,JU393,JU775,NIC256,NIC258,NIC260,NIC261,NIC265
V	20416912	Tc5	intergenic	NA	NA	NA	NA	NA	1	JU782
V	20459442	Tc3	gene	B0250.4	B0250.4	pseudogene	NA	NA	1	JU310
V	20463892	PALTA1_CE	gene	B0250.4	B0250.4	pseudogene	NA	NA	3	JU782,MY10,NIC195
V	20469594	MIRAGE1	promoter	B0250.3	NA	pseudogene	pleiotropic defects severe early emb,sterile,sterile progeny,maternal sterile,sick,slow growth,early larval arrest,lethal,larval arrest,embryonic lethal	GO:0009792,GO:0000003,GO:0000003,GO:0009792,GO:0009792,GO:0002119,GO:0040011,GO:0000003,GO:0009792,GO:0000003,GO:0002119	2	MY16,MY23
V	20485995	Tc2	promoter	B0250.9	dhcr-7	protein_coding	slow growth,sick,lethal,larval arrest,embryonic lethal,maternal sterile	GO:0016020,GO:0000003,GO:0009792,GO:0002119,GO:0040011,GO:0002119	1	CB4851
V	20584023	PAL5A_CE	intron	F26F2.7	NA	protein_coding	embryonic lethal	GO:0009792	1	QX1211
V	20591275	Tc1	gene	F26F2.15	F26F2.15	pseudogene	NA	NA	1	CB4851
V	20627357	Tc3	intron	F46B3.11	srz-18	protein_coding	NA	NA	2	CX11264,CX11315
V	20660960	LINE2A	CDS	W01F3.2	NA	protein_coding	NA	NA	1	JU782
V	20698824	PALTA3_CE	promoter	F53F8.7	NA	protein_coding	NA	NA	1	JU782
V	20699138	PALTA3_CE	promoter	F53F8.7	NA	protein_coding	NA	NA	21	AB1,CB4852,CB4856,CB4858,CX11285,CX11292,DL238,EG4946,JU1088,JU1409,JU1530,JU1580,JU1581,JU1586,JU311,LKC34,MY18,PB306,QX1211,QX1212,RC301
V	20759035	Tc3	intron	F38A6.1	pha-4	protein_coding	sterile,maternal sterile,slow growth,larval lethal,lethal,larval arrest,embryonic lethal	GO:0000981,GO:0005634,GO:0008340,GO:0016239,GO:0030154,GO:0043565,GO:0045727,GO:0045944,GO:0048598,GO:0060465,GO:0060573,GO:0003700,GO:0006355,GO:0002119,GO:0040011,GO:0009792,GO:0002119,GO:0002119,GO:0040011,GO:0000003,GO:0009792,GO:0002119,GO:0000003,GO:0000003,GO:0000003,GO:0002119,GO:0002119,GO:0002119,GO:0002119,GO:0002119,GO:0040018,GO:0000003,GO:0000003,GO:0000003,GO:0002119,GO:0040018,GO:0000003,GO:0000003,GO:0040035,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0009792,GO:0002119,GO:0009792,GO:0002119,GO:0009792,GO:0002119,GO:0009792,GO:0002119,GO:0009792,GO:0002119,GO:0009792,GO:0002119,GO:0009792,GO:0002119,GO:0009792,GO:0002119,GO:0009792,GO:0002119,GO:0008340,GO:0008340,GO:0008340,GO:0006629,GO:0008340	3	CX11262,CX11264,CX11315
V	20811384	LTRCER1	intron	Y44A6D.6	NA	protein_coding	NA	NA	1	JU2316
V	20877164	Tc5	intergenic	NA	NA	NA	NA	NA	3	JU782,NIC195,NIC251
V	20891685	WBT00000416	intron	F25C8.3	unc-80	protein_coding	NA	GO:0030424,GO:0040017,GO:0042493,GO:0005488	2	MY16,MY23
V	20904136	Tc3	five_prime_UTR	F25C8.4	acs-12	protein_coding	NA	GO:0003824,GO:0008152	1	PB306
X	164207	Tc2	promoter	T08D2.1	NA	protein_coding	NA	GO:0006810,GO:0016021,GO:0040011,GO:0040011	1	CB4852
X	220895	WBT00000581	promoter	AC8.5	NA	pseudogene	NA	NA	18	CX11285,DL238,ED3040,JU1580,JU2001,JU2316,JU2522,NIC256,NIC258,NIC260,NIC261,NIC262,NIC269,NIC271,NIC272,NIC274,NIC275,QG2075
X	298113	Tc5	intron	R57.2	NA	protein_coding	NA	NA	18	CB4852,DL200,DL238,ED3017,JU1213,JU1242,JU1395,JU1580,JU1581,JU2001,JU2007,JU323,JU346,JU397,JU561,JU792,JU847,QX1791
X	310442	Tc1	intron	M02E1.2	NA	protein_coding	NA	NA	1	ECA252
X	314117	MARINER2	intergenic	NA	NA	NA	NA	NA	1	QX1211
X	338256	WBT00000416	intron	C04E7.4	NA	protein_coding	slow growth,larval lethal	NA	7	ED3017,JU1580,JU1581,JU323,JU346,JU397,QX1794
X	348580	Tc1	intergenic	NA	NA	NA	NA	NA	1	ECA252
X	420259	MIRAGE1	intron	ZK1193.3	NA	protein_coding	NA	NA	2	CX11262,PS2025
X	446603	Tc1	intron	F52D1.2	NA	protein_coding	NA	NA	1	CB4851
X	495188	Tc1	CDS	B0310.1	NA	protein_coding	NA	GO:0019915,GO:0019915	1	CB4851
X	742443	MIRAGE1	intergenic	NA	NA	NA	NA	NA	1	JU2526
X	744373	Tc1	intergenic	NA	NA	NA	NA	NA	1	ECA252
X	769582	Tc4v	intron	T04G9.3	ile-2	protein_coding	embryonic lethal	GO:0016020,GO:0009792,GO:0018991	14	CB4856,CX11264,DL238,ED3005,ED3052,EG4349,MY16,MY23,NIC166,NIC265,NIC272,QG2075,QX1792,QX1794
X	771873	Tc1	three_prime_UTR	T04G9.7	NA	protein_coding	embryonic lethal	GO:0009792	1	ECA252
X	781601	Tc5	CDS	T04G9.6	NA	protein_coding	NA	NA	1	CX11254
X	782178	LTRCER1	intron	T04G9.6	NA	protein_coding	NA	NA	1	KR314
X	805709	Tc1	intergenic	NA	NA	NA	NA	NA	1	ECA252
X	832150	LONGPAL1	intron	F39H12.2	NA	protein_coding	embryonic lethal	GO:0005515,GO:0009792	1	ECA36
X	854903	Tc1	intergenic	NA	NA	NA	NA	NA	1	ECA252
X	860070	Tc1	intron	F56F10.2	NA	protein_coding	NA	GO:0005515	1	CB4851
X	864307	LTRCER1	promoter	F56F10.3	cdo-1	protein_coding	NA	GO:0005506,GO:0017172,GO:0046439,GO:0055114	1	CX11264
X	882699	Tc5	three_prime_UTR	ZC13.2	NA	protein_coding	NA	NA	1	JU2007
X	883004	Tc1	three_prime_UTR	ZC13.2	NA	protein_coding	NA	NA	1	ECA252
X	883004	Tc1	three_prime_UTR	ZC13.3	mam-1	protein_coding	larval lethal	GO:0016020,GO:0002119,GO:0018996	1	ECA252
X	896494	Tc1	intron	ZC13.4	mab-7	protein_coding	NA	GO:0005515	1	CB4851
X	904215	Tc3	promoter	ZC13.10	NA	protein_coding	NA	NA	1	NIC166
X	907116	Tc3	intergenic	NA	NA	NA	NA	NA	17	CB4852,ED3017,JU1395,JU2007,JU2519,JU258,JU775,JU782,NIC199,NIC251,NIC256,NIC258,NIC260,NIC261,NIC262,NIC271,QX1791
X	918364	Tc1	five_prime_UTR	F35H12.5	NA	protein_coding	NA	NA	1	ECA252
X	970339	Tc1	promoter	C44C1.6	NA	protein_coding	NA	NA	1	CB4851
X	1063915	Tc5	promoter	K03E6.5	unc-1	protein_coding	NA	GO:0005911,GO:0030424,GO:0040011,GO:0042493,GO:0016020	1	DL238
X	1068282	MARINER2	intron	K03E6.4	mksr-1	protein_coding	NA	GO:0005515,GO:0008104,GO:0008340,GO:0035177,GO:0035869,GO:0060271	1	QX1211
X	1088858	Tc1	promoter	K03E6.7	NA	protein_coding	sterile,maternal sterile	GO:0000003,GO:0006915,GO:0000003	1	ECA252
X	1094552	MIRAGE1	intergenic	NA	NA	NA	NA	NA	2	CB4855,QX1233
X	1150162	MIRAGE1	promoter	R193.2	NA	protein_coding	slow growth	NA	1	NIC251
X	1154947	Tc1	CDS	R193.1	NA	protein_coding	NA	NA	1	ECA252
X	1175667	PALTA3_CE	intron	T13G4.3	tmc-1	protein_coding	NA	GO:0031513,GO:0043025,GO:0016021	26	CB4852,CB4858,CB4932,CX11271,CX11285,CX11292,DL238,ED3040,EG4724,EG4946,JU1200,JU1409,JU1491,JU1530,JU1580,JU1586,JU2007,JU310,JU311,JU394,PX179,QG536,QX1211,QX1212,QX1791,WN2001
X	1208805	Tc3	promoter	C46H3.1	NA	protein_coding	NA	NA	1	PS2025
X	1211167	Tc1	intergenic	NA	NA	NA	NA	NA	1	CB4851
X	1213047	Tc1	intron	C46H3.2	NA	protein_coding	NA	GO:0005515	2	ED3005,MY16
X	1218610	MARINER2	intron	C46H3.2	NA	protein_coding	NA	GO:0005515	1	ECA36
X	1238602	Tc1	intron	C25G6.3	NA	protein_coding	NA	GO:0003824,GO:0008152	1	CB4851
X	1249398	Tc1	intron	C25G6.4	NA	protein_coding	NA	NA	1	ECA252
X	1338574	Tc3	promoter	F21E9.3	ttr-37	protein_coding	NA	GO:0005615,GO:0043652	2	CX11262,PS2025
X	1350502	Tc3	intergenic	NA	NA	NA	NA	NA	12	CB4852,DL238,ED3017,JU2007,JU258,JU775,JU782,NIC199,NIC258,NIC260,NIC262,QX1791
X	1421442	Tc1	intergenic	NA	NA	NA	NA	NA	1	ECA252
X	1473934	Tc3	promoter	D1005.5	NA	protein_coding	NA	NA	4	JU1580,JU1581,JU2001,JU346
X	1519748	Tc3	intron	F09E10.8	toca-1	protein_coding	NA	GO:0005515	1	QG556
X	1533034	Tc3	intergenic	NA	NA	NA	NA	NA	1	QG556
X	1574050	Tc1	intergenic	NA	NA	NA	NA	NA	1	ECA252
X	1579674	DNA-3-1_CE	intron	B0344.2	wrt-9	protein_coding	NA	NA	3	JU1580,JU1581,QX1211
X	1730245	Tc1	intron	F07G6.1	dgn-3	protein_coding	NA	GO:0007016,GO:0016010	1	CB4851
X	1735868	Tc1	intergenic	NA	NA	NA	NA	NA	1	ECA252
X	1766034	CER13-I_CE	intergenic	NA	NA	NA	NA	NA	1	QX1211
X	1797279	Tc3	intergenic	NA	NA	NA	NA	NA	2	ED3005,MY16
X	1799612	LTRCER1	promoter	C14E2.11	NA	protein_coding	NA	NA	1	NIC260
X	1811570	Tc1	promoter	C14E2.3	NA	protein_coding	NA	NA	1	ECA252
X	1821564	MARINER2	promoter	C14E2.4	NA	protein_coding	NA	GO:0016491,GO:0016706,GO:0055114,GO:0005506,GO:0016705,GO:0031418	1	PS2025
X	1833587	MARINER2	intergenic	NA	NA	NA	NA	NA	9	CB4856,CX11264,ED3052,JU1580,JU1581,JU2001,JU346,PB306,QX1793
X	1849242	Tc1	three_prime_UTR	T26C11.6	ceh-21	protein_coding	NA	GO:0003677	1	QX1211
X	1923144	LTR1_CE	intergenic	NA	NA	NA	NA	NA	1	QX1211
X	2008469	Tc1	intergenic	NA	NA	NA	NA	NA	1	CB4851
X	2086187	Tc1	intron	F49H12.2	NA	protein_coding	NA	NA	1	ECA252
X	2119092	Tc1	intron	F53B1.7	gpa-5	protein_coding	NA	GO:0030424,GO:0043025,GO:0045202,GO:0003924,GO:0004871,GO:0007186,GO:0019001,GO:0031683,GO:0007165	1	ECA252
X	2156127	Tc3	intergenic	NA	NA	NA	NA	NA	1	NIC267
X	2179490	Tc1	promoter	F48B9.1	NA	protein_coding	NA	NA	1	CB4851
X	2183678	LTRCER1	intron	F48B9.1	NA	protein_coding	NA	NA	1	JU393
X	2196856	MARINER2	intron	T24C12.3	NA	protein_coding	NA	GO:0016798	1	QX1211
X	2214757	Tc1	promoter	T14F9.4	peb-1	protein_coding	sterile,embryonic lethal	GO:0000980,GO:0005634,GO:0007442,GO:0009887,GO:0040010,GO:0040025,GO:0040011,GO:0019915,GO:0040011,GO:0040035,GO:0000003,GO:0000003,GO:0009792,GO:0009792,GO:0009792	1	CB4851
X	2277608	Tc1	intergenic	NA	NA	NA	NA	NA	1	CB4851
X	2286921	Tc1	CDS	T10H10.3	sav-1	protein_coding	NA	GO:0005515	1	ECA252
X	2330002	Tc1	intergenic	NA	NA	NA	NA	NA	1	CB4851
X	2374993	CELE45	promoter	F47G3.3	NA	protein_coding	embryonic lethal	GO:0009792	2	JU1395,PB306
X	2381249	Tc9	promoter	F47G3.4	NA	protein_coding	NA	NA	1	QX1211
X	2405196	Tc1	CDS	C43H6.4	NA	protein_coding	NA	GO:0005488	1	ECA252
X	2497465	Tc1	intron	K02E10.1	NA	protein_coding	NA	GO:0005525,GO:0007264,GO:0003924,GO:0006184,GO:0006886,GO:0006913,GO:0007165,GO:0005622,GO:0015031,GO:0016020	1	CB4851
X	2497938	Tc1	intron	K02E10.1	NA	protein_coding	NA	GO:0005525,GO:0007264,GO:0003924,GO:0006184,GO:0006886,GO:0006913,GO:0007165,GO:0005622,GO:0015031,GO:0016020	1	ECA252
X	2497938	Tc1	gene	K02E10.10	NA	other	NA	NA	1	ECA252
X	2566147	MARINER2	intergenic	NA	NA	NA	NA	NA	1	QX1211
X	2578970	Tc1	intron	H01M10.1	NA	protein_coding	NA	NA	1	CB4851
X	2666041	Tc1	promoter	F54G2.1	NA	protein_coding	NA	GO:0005515	1	CB4851
X	2725858	Tc1A	intron	T02C5.5	unc-2	protein_coding	NA	GO:0001505,GO:0005245,GO:0007626,GO:0009408,GO:0030512,GO:0035545,GO:0040011,GO:0042594,GO:0043050,GO:0048787,GO:0070588,GO:0005891,GO:0005216,GO:0006811,GO:0016020,GO:0055085	1	CB4851
X	2765244	Tc3	intergenic	NA	NA	NA	NA	NA	4	DL200,JU2001,JU323,JU346
X	2823445	Tc1	gene	C14A11.12	linc-56	other	NA	NA	1	CB4851
X	2851316	WBT00000074	intron	F58H12.1	kin-29	protein_coding	NA	GO:0000003,GO:0004672,GO:0004674,GO:0005634,GO:0005737,GO:0006468,GO:0007179,GO:0009408,GO:0040010,GO:0040014,GO:0040018,GO:0040024,GO:0043053,GO:0045717,GO:0046777,GO:0050907,GO:0005524,GO:0016772	1	JU1400
X	2862750	Tc1	promoter	F53B3.2	comt-1	protein_coding	NA	GO:0008171	1	CB4851
X	2862750	Tc1	promoter	F53B3.6	NA	protein_coding	NA	NA	1	CB4851
X	2945760	MARINER2	intergenic	NA	NA	NA	NA	NA	7	DL200,JU1242,JU2001,JU311,JU323,JU346,JU397
X	3010271	HAT4_CE	intergenic	NA	NA	NA	NA	NA	5	CX11264,JU1580,JU1581,QX1211,QX1791
X	3044773	Tc1	intron	C33D12.2	NA	protein_coding	NA	GO:0030554	1	CB4851
X	3055694	Tc1	intron	C33D12.6	rsef-1	protein_coding	NA	GO:0005525,GO:0007264,GO:0003924,GO:0006184,GO:0006886,GO:0006913,GO:0007165,GO:0005509,GO:0005622,GO:0015031,GO:0016020	1	CB4851
X	3229602	Tc1	intron	F28B4.3	NA	protein_coding	NA	GO:0005515,GO:0030246	1	CB4851
X	3301312	Tc5	intron	K09C4.1	NA	protein_coding	NA	GO:0016021,GO:0022857,GO:0055085	1	PB303
X	3311604	MIRAGE1	intergenic	NA	NA	NA	NA	NA	1	NIC251
X	3351207	PALNN1_CE	promoter	ZK816.4	NA	protein_coding	NA	NA	2	MY23,QX1794
X	3351208	CEMUDR1	promoter	ZK816.4	NA	protein_coding	NA	NA	1	MY23
X	3377431	Tc1	intron	ZK563.5	NA	protein_coding	NA	NA	1	ECA36
X	3450205	Tc1	intron	ZK813.5	NA	protein_coding	NA	GO:0004930,GO:0007186,GO:0016021,GO:0004950,GO:0006935	1	CB4851
X	3502423	Tc1	intron	C12D12.1	NA	protein_coding	NA	NA	1	ECA252
X	3528000	Tc1	promoter	F56B6.5	npr-16	protein_coding	NA	GO:0004930,GO:0007186,GO:0016021,GO:0019915	1	ECA252
X	3581819	Tc1	intergenic	NA	NA	NA	NA	NA	1	ECA252
X	3675232	Tc1	intron	C02F12.4	tag-52	protein_coding	NA	GO:0005089,GO:0035023	1	CB4851
X	3697970	MIRAGE1	intron	C02F12.9	NA	protein_coding	NA	NA	1	DL238
X	3702878	Tc1	intergenic	NA	NA	NA	NA	NA	1	CB4851
X	3751141	CER11-I_CE	intergenic	NA	NA	NA	NA	NA	1	QX1211
X	3844297	Tc3	intron	ZC64.3	ceh-18	protein_coding	sterile,embryonic lethal	GO:0001556,GO:0003700,GO:0005634,GO:0008354,GO:0008544,GO:0030728,GO:1900194,GO:0006355,GO:0003677,GO:0009792,GO:0000003,GO:0009792,GO:0000003,GO:0000003,GO:0008340,GO:0000003	1	JU2001
X	3917502	MARINCE1	CDS	T22B2.3	NA	protein_coding	NA	NA	7	JU2526,JU258,JU782,NIC256,NIC261,NIC265,NIC271
X	3943850	Tc4v	promoter	T19D2.2	NA	protein_coding	NA	GO:0004725,GO:0006470,GO:0019915,GO:0019915,GO:0019915,GO:0019915,GO:0019915,GO:0019915,GO:0032940	1	QX1211
X	3972144	Tc4v	CDS	C16B8.4	NA	protein_coding	embryonic lethal	GO:0005515,GO:0009792	1	QX1211
X	3973233	WBT00000074	intron	C16B8.4	NA	protein_coding	embryonic lethal	GO:0005515,GO:0009792	2	CX11264,CX11315
X	4059389	Tc3	intron	T06F4.1	NA	protein_coding	NA	NA	1	NIC251
X	4103609	Tc1	CDS	R02E4.1	NA	protein_coding	NA	NA	1	CB4851
X	4137951	Tc4v	intron	ZK470.2	NA	protein_coding	NA	NA	1	ECA36
X	4168674	Tc1A	CDS	ZK470.14	NA	protein_coding	NA	NA	1	CB4851
X	4171022	Tc3	intergenic	NA	NA	NA	NA	NA	1	CB4932
X	4234995	Tc1	intron	W01H2.3	rab-37	protein_coding	NA	GO:0005525,GO:0007264,GO:0003924,GO:0006184,GO:0006886,GO:0006913,GO:0007165,GO:0005622,GO:0015031,GO:0016020	1	CB4851
X	4238365	Tc1	gene	W01H2.9	NA	other	NA	NA	1	CB4851
X	4261462	Tc2	intron	C52B9.4	NA	protein_coding	NA	GO:0005515,GO:0016021	4	JU1246,JU1580,JU1581,QX1791
X	4280218	Tc1	promoter	C52B9.2	ets-9	protein_coding	NA	GO:0003700,GO:0006355,GO:0043565	1	CB4851
X	4280218	Tc1	promoter	C52B9.6	twk-28	protein_coding	NA	GO:0005267,GO:0016020,GO:0071805	1	CB4851
X	4289895	Tc1	CDS	C52B9.1	cka-2	protein_coding	NA	GO:0004103,GO:0006657,GO:0016772	1	CB4851
X	4348835	CEMUDR1	promoter	F14H12.2	NA	protein_coding	NA	NA	4	JU2526,JU258,NIC261,NIC265
X	4383182	Tc1	intron	R160.7	lst-2	protein_coding	NA	GO:0032266,GO:0046872,GO:0040027	1	CB4851
X	4413170	MARINER2	intron	F15A8.5	dop-1	protein_coding	NA	GO:0001588,GO:0007191,GO:0007212,GO:0007638,GO:0032094,GO:0040012,GO:0046959,GO:0051379,GO:0051380,GO:0004930,GO:0007186,GO:0016021,GO:0040011	8	EG4724,JU1088,JU323,JU346,MY23,NIC199,NIC269,NIC272
X	4421798	Tc3	intergenic	NA	NA	NA	NA	NA	2	CX11264,CX11315
X	4423013	MARINER2	intergenic	NA	NA	NA	NA	NA	1	QX1211
X	4425874	LTRCER1	intergenic	NA	NA	NA	NA	NA	1	NIC236
X	4432136	WBT00000074	intron	F15A8.6	NA	protein_coding	NA	GO:0019915	4	JU2526,JU258,NIC261,NIC265
X	4576165	MARINCE1	intergenic	NA	NA	NA	NA	NA	1	ED3077
X	4580365	LTRCER1	intron	C05E11.3	NA	protein_coding	NA	GO:0016021	14	CB4855,CB4858,CX11271,CX11292,CX11314,ED3005,EG4347,JU1172,MY16,MY18,PS2025,QG536,QX1212,QX1233
X	4702262	LTRCER1	intergenic	NA	NA	NA	NA	NA	1	NIC260
X	4720488	MIRAGE1	CDS	F55D10.4	NA	protein_coding	NA	GO:0016021	1	JU311
X	4758712	Tc1A	intergenic	NA	NA	NA	NA	NA	1	CB4851
X	4771451	Tc3	promoter	C39E6.6	npr-1	protein_coding	NA	GO:0005887,GO:0006952,GO:0007218,GO:0007631,GO:0008188,GO:0030424,GO:0030425,GO:0043025,GO:0045471,GO:0051932,GO:0070482,GO:0004930,GO:0007186,GO:0016021,GO:0004983	1	JU1088
X	4780879	MARINER2	intron	F43C9.3	hum-10	protein_coding	NA	GO:0003774,GO:0005524,GO:0016459	22	CB4932,DL200,EG4724,JU1088,JU1530,JU2001,JU2464,JU258,JU310,JU323,JU346,JU397,JU440,JU792,MY23,NIC166,NIC199,NIC269,NIC272,NIC274,NIC3,QX1794
X	4810177	Tc1	intron	R08E3.4	ztf-16	protein_coding	NA	GO:0005634,GO:0008406,GO:0046872,GO:0003676	1	CB4851
X	4810177	Tc1	gene	R08E3.6	NA	other	NA	NA	1	CB4851
X	4873565	Tc1	intron	F39C12.3	tsp-14	protein_coding	NA	GO:0016021	1	CB4851
X	4875144	Tc1	promoter	F39C12.3	tsp-14	protein_coding	NA	GO:0016021	1	CB4851
X	4896692	LTRCER1	three_prime_UTR	T07F12.4	NA	protein_coding	NA	GO:0004672,GO:0005524,GO:0006468,GO:0016772	1	LKC34
X	4934456	LTRCER1	intergenic	NA	NA	NA	NA	NA	3	ED3005,MY16,MY18
X	4936042	MIRAGE1	intergenic	NA	NA	NA	NA	NA	2	QG556,QG557
X	4952355	Tc1	intron	M03F4.3	tyra-3	protein_coding	NA	GO:0004930,GO:0007186,GO:0016021,GO:0040039,GO:0040013	1	CB4851
X	4969143	Tc1	intron	M03F4.6	NA	protein_coding	slow growth,embryonic lethal	GO:0009792,GO:0040011,GO:0018991,GO:0040011,GO:0040011,GO:0040035,GO:0040011	1	CB4851
X	5192621	LTRCER1	intergenic	NA	NA	NA	NA	NA	1	CX11254
X	5209200	MARINER2	intron	H28G03.2	NA	protein_coding	NA	NA	1	CX11264
X	5218955	Tc4v	three_prime_UTR	H28G03.1	NA	protein_coding	NA	GO:0003676,GO:0000166	1	JU774
X	5281347	Tc1	intron	Y34B4A.2	NA	protein_coding	NA	GO:0010508,GO:0008219	1	CB4851
