CHROM	POS	log10p	Variance Explained	Region Start	Region End	Peak Position	Bonferroni Corrected Threshold	Above Bonferroni
V	19119195	0.209918	NA	NA	NA	NA	5.494	0
V	19119204	0.330273	NA	NA	NA	NA	5.494	0
V	19119217	0	NA	NA	NA	NA	5.494	0
V	19119299	0	NA	NA	NA	NA	5.494	0
V	19119308	0.146379	NA	NA	NA	NA	5.494	0
V	19119317	0.041332	NA	NA	NA	NA	5.494	0
V	19119338	0.209918	NA	NA	NA	NA	5.494	0
V	19119527	0	NA	NA	NA	NA	5.494	0
V	19119530	0.330273	NA	NA	NA	NA	5.494	0
V	19119535	0.330273	NA	NA	NA	NA	5.494	0
V	19119548	0	NA	NA	NA	NA	5.494	0
V	19130812	0.209918	NA	NA	NA	NA	5.494	0
V	19131574	0	NA	NA	NA	NA	5.494	0
V	19131975	0	NA	NA	NA	NA	5.494	0
V	19134199	0.209918	NA	NA	NA	NA	5.494	0
V	19134232	0	NA	NA	NA	NA	5.494	0
V	19134253	0	NA	NA	NA	NA	5.494	0
V	19134280	0.209918	NA	NA	NA	NA	5.494	0
V	19135991	0	NA	NA	NA	NA	5.494	0
V	19135992	0	NA	NA	NA	NA	5.494	0
V	19136004	0	NA	NA	NA	NA	5.494	0
V	19142013	0.058684	NA	NA	NA	NA	5.494	0
V	19142674	0.068323	NA	NA	NA	NA	5.494	0
V	19145139	0.106372	NA	NA	NA	NA	5.494	0
V	19145141	0.147603	NA	NA	NA	NA	5.494	0
V	19145147	0	NA	NA	NA	NA	5.494	0
V	19145158	0	NA	NA	NA	NA	5.494	0
V	19145197	0	NA	NA	NA	NA	5.494	0
V	19162068	0	NA	NA	NA	NA	5.494	0
V	19180459	0	NA	NA	NA	NA	5.494	0
V	19180487	0	NA	NA	NA	NA	5.494	0
V	19180584	0	NA	NA	NA	NA	5.494	0
V	19180612	0.179509	NA	NA	NA	NA	5.494	0
V	19180633	0.354406	NA	NA	NA	NA	5.494	0
V	19184700	0	NA	NA	NA	NA	5.494	0
V	19184801	0.078565	NA	NA	NA	NA	5.494	0
V	19184808	0	NA	NA	NA	NA	5.494	0
V	19184845	0.113897	NA	NA	NA	NA	5.494	0
V	19186157	0	NA	NA	NA	NA	5.494	0
V	19186168	1.013935	NA	NA	NA	NA	5.494	0
V	19186210	0.179591	NA	NA	NA	NA	5.494	0
V	19186278	0.179509	NA	NA	NA	NA	5.494	0
V	19186339	0	NA	NA	NA	NA	5.494	0
V	19186409	0.061243	NA	NA	NA	NA	5.494	0
V	19186410	0	NA	NA	NA	NA	5.494	0
V	19186442	0	NA	NA	NA	NA	5.494	0
V	19189394	0.179509	NA	NA	NA	NA	5.494	0
V	19192568	0	NA	NA	NA	NA	5.494	0
V	19192569	0	NA	NA	NA	NA	5.494	0
V	19196068	0	NA	NA	NA	NA	5.494	0
V	19196191	0	NA	NA	NA	NA	5.494	0
V	19205287	0.131373	NA	NA	NA	NA	5.494	0
V	19205300	0	NA	NA	NA	NA	5.494	0
V	19205305	0	NA	NA	NA	NA	5.494	0
V	19206290	0	NA	NA	NA	NA	5.494	0
V	19206353	0	NA	NA	NA	NA	5.494	0
V	19209511	0.242859	NA	NA	NA	NA	5.494	0
V	19209617	0.179509	NA	NA	NA	NA	5.494	0
V	19215449	0	NA	NA	NA	NA	5.494	0
V	19220713	0.201022	NA	NA	NA	NA	5.494	0
V	19220749	0	NA	NA	NA	NA	5.494	0
V	19220791	0	NA	NA	NA	NA	5.494	0
V	19224810	0	NA	NA	NA	NA	5.494	0
V	19224950	0	NA	NA	NA	NA	5.494	0
V	19224951	0	NA	NA	NA	NA	5.494	0
V	19224960	0	NA	NA	NA	NA	5.494	0
V	19224966	0	NA	NA	NA	NA	5.494	0
V	19224989	0	NA	NA	NA	NA	5.494	0
V	19230098	0	NA	NA	NA	NA	5.494	0
V	19230200	0.066201	NA	NA	NA	NA	5.494	0
V	19230257	0.005784	NA	NA	NA	NA	5.494	0
V	19230271	0	NA	NA	NA	NA	5.494	0
V	19240017	0	NA	NA	NA	NA	5.494	0
V	19240025	0.038266	NA	NA	NA	NA	5.494	0
V	19240048	0.17934	NA	NA	NA	NA	5.494	0
V	19240552	0.08377	NA	NA	NA	NA	5.494	0
V	19240681	0.17833	NA	NA	NA	NA	5.494	0
V	19248680	0.238947	NA	NA	NA	NA	5.494	0
V	19248752	0.005463	NA	NA	NA	NA	5.494	0
V	19248776	0	NA	NA	NA	NA	5.494	0
V	19252504	0.013268	NA	NA	NA	NA	5.494	0
V	19252515	0	NA	NA	NA	NA	5.494	0
V	19253058	0.178123	NA	NA	NA	NA	5.494	0
V	19266288	0	NA	NA	NA	NA	5.494	0
V	19266409	0.122711	NA	NA	NA	NA	5.494	0
V	19284394	0.656102	NA	NA	NA	NA	5.494	0
V	19286522	0	NA	NA	NA	NA	5.494	0
V	19289717	0	NA	NA	NA	NA	5.494	0
V	19301527	0.325193	NA	NA	NA	NA	5.494	0
V	19301548	0.274682	NA	NA	NA	NA	5.494	0
V	19303183	0.117237	NA	NA	NA	NA	5.494	0
V	19303207	0.280589	NA	NA	NA	NA	5.494	0
V	19315798	0	NA	NA	NA	NA	5.494	0
V	19315861	0	NA	NA	NA	NA	5.494	0
V	19333161	0.284518	NA	NA	NA	NA	5.494	0
V	19333191	0	NA	NA	NA	NA	5.494	0
V	19333275	0.074083	NA	NA	NA	NA	5.494	0
V	19335210	0	NA	NA	NA	NA	5.494	0
V	19342967	0.274744	NA	NA	NA	NA	5.494	0
V	19343025	0	NA	NA	NA	NA	5.494	0
V	19345322	0	NA	NA	NA	NA	5.494	0
V	19345354	0	NA	NA	NA	NA	5.494	0
V	19345359	0.284518	NA	NA	NA	NA	5.494	0
V	19345394	0.284518	NA	NA	NA	NA	5.494	0
V	19360132	0.284518	NA	NA	NA	NA	5.494	0
V	19360229	0.092143	NA	NA	NA	NA	5.494	0
V	19360275	0.284518	NA	NA	NA	NA	5.494	0
V	19360276	0.284518	NA	NA	NA	NA	5.494	0
V	19360279	0.284518	NA	NA	NA	NA	5.494	0
V	19497931	0	NA	NA	NA	NA	5.494	0
V	19497933	0	NA	NA	NA	NA	5.494	0
V	19497935	0	NA	NA	NA	NA	5.494	0
V	19499145	0	NA	NA	NA	NA	5.494	0
V	19499186	0	NA	NA	NA	NA	5.494	0
V	19499213	0.007382	NA	NA	NA	NA	5.494	0
V	19503767	0.072627	NA	NA	NA	NA	5.494	0
V	19503869	0.081767	NA	NA	NA	NA	5.494	0
V	19510922	0	NA	NA	NA	NA	5.494	0
V	19510937	0.081767	NA	NA	NA	NA	5.494	0
V	19510947	0	NA	NA	NA	NA	5.494	0
V	19510957	0.09152	NA	NA	NA	NA	5.494	0
V	19510963	0	NA	NA	NA	NA	5.494	0
V	19511027	0	NA	NA	NA	NA	5.494	0
V	19511031	0	NA	NA	NA	NA	5.494	0
V	19511034	0.081767	NA	NA	NA	NA	5.494	0
V	19511037	0.117288	NA	NA	NA	NA	5.494	0
V	19512147	0.081767	NA	NA	NA	NA	5.494	0
V	19512155	0.081767	NA	NA	NA	NA	5.494	0
V	19512195	0.081767	NA	NA	NA	NA	5.494	0
V	19512216	0.081767	NA	NA	NA	NA	5.494	0
V	19512476	0.081767	NA	NA	NA	NA	5.494	0
V	19512605	0.081767	NA	NA	NA	NA	5.494	0
V	19512620	0	NA	NA	NA	NA	5.494	0
V	19517873	0.163394	NA	NA	NA	NA	5.494	0
V	19517876	0.081767	NA	NA	NA	NA	5.494	0
V	19517912	0.163394	NA	NA	NA	NA	5.494	0
V	19517918	0.163394	NA	NA	NA	NA	5.494	0
V	19528890	0.007382	NA	NA	NA	NA	5.494	0
V	19528921	0.131582	NA	NA	NA	NA	5.494	0
V	19550236	0	NA	NA	NA	NA	5.494	0
V	19550237	0	NA	NA	NA	NA	5.494	0
V	19550481	0	NA	NA	NA	NA	5.494	0
V	19550489	0.181229	NA	NA	NA	NA	5.494	0
V	19550497	0.181229	NA	NA	NA	NA	5.494	0
V	19550503	0.080482	NA	NA	NA	NA	5.494	0
V	19551864	0.181229	NA	NA	NA	NA	5.494	0
V	19552395	0	NA	NA	NA	NA	5.494	0
V	19553241	0.066872	NA	NA	NA	NA	5.494	0
V	19553327	0.119935	NA	NA	NA	NA	5.494	0
V	19553343	0.119935	NA	NA	NA	NA	5.494	0
V	19557287	0	NA	NA	NA	NA	5.494	0
V	19585211	0.007382	NA	NA	NA	NA	5.494	0
V	19585217	0.007382	NA	NA	NA	NA	5.494	0
V	19585327	0.066872	NA	NA	NA	NA	5.494	0
V	19587572	0	NA	NA	NA	NA	5.494	0
V	19587595	0.158431	NA	NA	NA	NA	5.494	0
V	19588981	0	NA	NA	NA	NA	5.494	0
V	19589020	0.13708	NA	NA	NA	NA	5.494	0
V	19598694	0.026967	NA	NA	NA	NA	5.494	0
V	19598814	0.026967	NA	NA	NA	NA	5.494	0
V	19599915	0	NA	NA	NA	NA	5.494	0
V	19607163	0	NA	NA	NA	NA	5.494	0
V	19607182	0.01186	NA	NA	NA	NA	5.494	0
V	19607218	0.01186	NA	NA	NA	NA	5.494	0
V	19607230	0.101177	NA	NA	NA	NA	5.494	0
V	19611491	0.154275	NA	NA	NA	NA	5.494	0
V	19611523	0	NA	NA	NA	NA	5.494	0
V	19611569	0	NA	NA	NA	NA	5.494	0
V	19617746	0	NA	NA	NA	NA	5.494	0
V	19617819	0.044478	NA	NA	NA	NA	5.494	0
V	19617846	0	NA	NA	NA	NA	5.494	0
V	19617881	0.154275	NA	NA	NA	NA	5.494	0
V	19618168	0	NA	NA	NA	NA	5.494	0
V	19624005	0	NA	NA	NA	NA	5.494	0
V	19624015	0	NA	NA	NA	NA	5.494	0
V	19624026	0	NA	NA	NA	NA	5.494	0
V	19624032	0.044478	NA	NA	NA	NA	5.494	0
V	19629421	0	NA	NA	NA	NA	5.494	0
V	19629494	0	NA	NA	NA	NA	5.494	0
V	19631902	0.066872	NA	NA	NA	NA	5.494	0
V	19631945	0.120736	NA	NA	NA	NA	5.494	0
V	19632002	0	NA	NA	NA	NA	5.494	0
V	19632004	0	NA	NA	NA	NA	5.494	0
V	19632030	0.030921	NA	NA	NA	NA	5.494	0
V	19632878	0	NA	NA	NA	NA	5.494	0
V	19643857	0	NA	NA	NA	NA	5.494	0
V	19644625	0	NA	NA	NA	NA	5.494	0
V	19647535	0.241784	NA	NA	NA	NA	5.494	0
V	19647554	0.109805	NA	NA	NA	NA	5.494	0
V	19668282	0	NA	NA	NA	NA	5.494	0
V	19668304	0	NA	NA	NA	NA	5.494	0
V	19668309	0	NA	NA	NA	NA	5.494	0
V	19668322	0.973801	NA	NA	NA	NA	5.494	0
V	19668323	0.772819	NA	NA	NA	NA	5.494	0
V	19668329	0	NA	NA	NA	NA	5.494	0
V	19668356	0	NA	NA	NA	NA	5.494	0
V	19669701	0.77526	NA	NA	NA	NA	5.494	0
V	19669705	0	NA	NA	NA	NA	5.494	0
V	19669708	0	NA	NA	NA	NA	5.494	0
V	19669732	0	NA	NA	NA	NA	5.494	0
V	19671733	0	NA	NA	NA	NA	5.494	0
V	19671748	0.759851	NA	NA	NA	NA	5.494	0
V	19671862	0.759851	NA	NA	NA	NA	5.494	0
V	19676166	0.068827	NA	NA	NA	NA	5.494	0
V	19677672	0	NA	NA	NA	NA	5.494	0
V	19677712	0.600183	NA	NA	NA	NA	5.494	0
V	19677718	0.551117	NA	NA	NA	NA	5.494	0
V	19677803	0.4345	NA	NA	NA	NA	5.494	0
V	19681280	0.01734	NA	NA	NA	NA	5.494	0
V	19686830	0	NA	NA	NA	NA	5.494	0
V	19686945	0	NA	NA	NA	NA	5.494	0
V	19687288	0	NA	NA	NA	NA	5.494	0
V	19689246	0.094853	NA	NA	NA	NA	5.494	0
V	19694199	0	NA	NA	NA	NA	5.494	0
V	19694300	0	NA	NA	NA	NA	5.494	0
V	19694338	0.621739	NA	NA	NA	NA	5.494	0
V	19696982	0	NA	NA	NA	NA	5.494	0
V	19697048	0.234832	NA	NA	NA	NA	5.494	0
V	19698022	0	NA	NA	NA	NA	5.494	0
V	19698060	0	NA	NA	NA	NA	5.494	0
V	19703115	0	NA	NA	NA	NA	5.494	0
V	19703185	0	NA	NA	NA	NA	5.494	0
V	19704060	0	NA	NA	NA	NA	5.494	0
V	19704560	0.007382	NA	NA	NA	NA	5.494	0
V	19704897	0	NA	NA	NA	NA	5.494	0
V	19704987	0	NA	NA	NA	NA	5.494	0
V	19704991	0	NA	NA	NA	NA	5.494	0
V	19705658	0	NA	NA	NA	NA	5.494	0
V	19706131	0	NA	NA	NA	NA	5.494	0
V	19707589	0	NA	NA	NA	NA	5.494	0
V	19717661	0.859388	NA	NA	NA	NA	5.494	0
V	19717686	0.288959	NA	NA	NA	NA	5.494	0
V	19718247	0.288959	NA	NA	NA	NA	5.494	0
V	19718266	0.941976	NA	NA	NA	NA	5.494	0
V	19720178	2.351882	NA	NA	NA	NA	5.494	0
V	19720206	0.288959	NA	NA	NA	NA	5.494	0
V	19727268	0.288959	NA	NA	NA	NA	5.494	0
V	19740119	0	NA	NA	NA	NA	5.494	0
V	19740136	0	NA	NA	NA	NA	5.494	0
V	19742578	0	NA	NA	NA	NA	5.494	0
V	19742609	0.359003	NA	NA	NA	NA	5.494	0
V	19742628	0.034269	NA	NA	NA	NA	5.494	0
V	19742633	0	NA	NA	NA	NA	5.494	0
V	19754834	0	NA	NA	NA	NA	5.494	0
V	19754963	0	NA	NA	NA	NA	5.494	0
V	19777821	0	NA	NA	NA	NA	5.494	0
V	19777900	0	NA	NA	NA	NA	5.494	0
V	19777932	0.133511	NA	NA	NA	NA	5.494	0
V	19777933	0.133511	NA	NA	NA	NA	5.494	0
V	19777966	0	NA	NA	NA	NA	5.494	0
V	19778425	0	NA	NA	NA	NA	5.494	0
V	19778465	0.121797	NA	NA	NA	NA	5.494	0
V	19778493	0	NA	NA	NA	NA	5.494	0
V	19781362	0.300276	NA	NA	NA	NA	5.494	0
V	19781363	0.300276	NA	NA	NA	NA	5.494	0
V	19781477	0	NA	NA	NA	NA	5.494	0
V	19782404	0.041078	NA	NA	NA	NA	5.494	0
V	19783919	0	NA	NA	NA	NA	5.494	0
V	19784010	0	NA	NA	NA	NA	5.494	0
V	19785776	0	NA	NA	NA	NA	5.494	0
V	19785803	0	NA	NA	NA	NA	5.494	0
V	19785827	0	NA	NA	NA	NA	5.494	0
V	19785832	0	NA	NA	NA	NA	5.494	0
V	19785838	0.536088	NA	NA	NA	NA	5.494	0
V	19785858	0	NA	NA	NA	NA	5.494	0
V	19785860	0	NA	NA	NA	NA	5.494	0
V	19792470	0	NA	NA	NA	NA	5.494	0
V	19792538	0.287213	NA	NA	NA	NA	5.494	0
V	19798097	0	NA	NA	NA	NA	5.494	0
V	19798124	0	NA	NA	NA	NA	5.494	0
V	19800078	0.007382	NA	NA	NA	NA	5.494	0
V	19800083	0	NA	NA	NA	NA	5.494	0
V	19801524	0	NA	NA	NA	NA	5.494	0
V	19801622	0	NA	NA	NA	NA	5.494	0
V	19801633	0	NA	NA	NA	NA	5.494	0
V	19802483	0	NA	NA	NA	NA	5.494	0
V	19802548	0	NA	NA	NA	NA	5.494	0
V	19803229	0.19664	NA	NA	NA	NA	5.494	0
V	19803359	0.099479	NA	NA	NA	NA	5.494	0
V	19803363	0	NA	NA	NA	NA	5.494	0
V	19803379	0	NA	NA	NA	NA	5.494	0
V	19813465	0	NA	NA	NA	NA	5.494	0
V	19813475	0	NA	NA	NA	NA	5.494	0
V	19813540	0	NA	NA	NA	NA	5.494	0
V	19813573	0	NA	NA	NA	NA	5.494	0
V	19813575	0.238255	NA	NA	NA	NA	5.494	0
V	19822673	0.2066	NA	NA	NA	NA	5.494	0
V	19822687	0.090076	NA	NA	NA	NA	5.494	0
V	19822823	0	NA	NA	NA	NA	5.494	0
V	19822917	0	NA	NA	NA	NA	5.494	0
V	19822927	0	NA	NA	NA	NA	5.494	0
V	19824474	0.245571	NA	NA	NA	NA	5.494	0
V	19824509	0	NA	NA	NA	NA	5.494	0
V	19824955	0	NA	NA	NA	NA	5.494	0
V	19825001	0	NA	NA	NA	NA	5.494	0
V	19832944	1.484401	NA	NA	NA	NA	5.494	0
V	19832974	0	NA	NA	NA	NA	5.494	0
V	19833020	0	NA	NA	NA	NA	5.494	0
V	19833081	0	NA	NA	NA	NA	5.494	0
V	19833744	0.090076	NA	NA	NA	NA	5.494	0
V	19833843	0	NA	NA	NA	NA	5.494	0
V	19833849	1.484401	NA	NA	NA	NA	5.494	0
V	19833850	1.484401	NA	NA	NA	NA	5.494	0
V	19833895	1.237777	NA	NA	NA	NA	5.494	0
V	19842783	0	NA	NA	NA	NA	5.494	0
V	19856029	0.077057	NA	NA	NA	NA	5.494	0
V	19857802	0.136573	NA	NA	NA	NA	5.494	0
V	19862401	0.131947	NA	NA	NA	NA	5.494	0
V	19870006	0.234809	NA	NA	NA	NA	5.494	0
V	19870058	0	NA	NA	NA	NA	5.494	0
V	19870101	0.133431	NA	NA	NA	NA	5.494	0
V	19875399	0	NA	NA	NA	NA	5.494	0
V	19878886	0	NA	NA	NA	NA	5.494	0
V	19879022	0.600877	NA	NA	NA	NA	5.494	0
V	19879450	0	NA	NA	NA	NA	5.494	0
V	19879454	0.288959	NA	NA	NA	NA	5.494	0
V	19879462	0.288959	NA	NA	NA	NA	5.494	0
V	19879480	0	NA	NA	NA	NA	5.494	0
V	19879513	0	NA	NA	NA	NA	5.494	0
V	19879597	0.078862	NA	NA	NA	NA	5.494	0
V	19882556	0	NA	NA	NA	NA	5.494	0
V	19882571	0	NA	NA	NA	NA	5.494	0
V	19882578	0	NA	NA	NA	NA	5.494	0
V	19884367	0	NA	NA	NA	NA	5.494	0
V	19884517	0.188037	NA	NA	NA	NA	5.494	0
V	19884518	0	NA	NA	NA	NA	5.494	0
V	19884519	0	NA	NA	NA	NA	5.494	0
V	19884536	0	NA	NA	NA	NA	5.494	0
V	19884538	0	NA	NA	NA	NA	5.494	0
V	19884548	0	NA	NA	NA	NA	5.494	0
V	19884556	0	NA	NA	NA	NA	5.494	0
V	19884581	0	NA	NA	NA	NA	5.494	0
V	19884597	0	NA	NA	NA	NA	5.494	0
V	19885209	0	NA	NA	NA	NA	5.494	0
V	19885326	0	NA	NA	NA	NA	5.494	0
V	19886263	0	NA	NA	NA	NA	5.494	0
V	19886265	0	NA	NA	NA	NA	5.494	0
V	19886323	0	NA	NA	NA	NA	5.494	0
V	19886368	0	NA	NA	NA	NA	5.494	0
V	19886371	0.029985	NA	NA	NA	NA	5.494	0
V	19886381	0.199837	NA	NA	NA	NA	5.494	0
V	19887088	0.288959	NA	NA	NA	NA	5.494	0
V	19888601	0.041078	NA	NA	NA	NA	5.494	0
V	19888728	0.007382	NA	NA	NA	NA	5.494	0
V	19888820	0.225206	NA	NA	NA	NA	5.494	0
V	19888849	0	NA	NA	NA	NA	5.494	0
V	19888856	0	NA	NA	NA	NA	5.494	0
V	19889375	0.007382	NA	NA	NA	NA	5.494	0
V	19889410	0	NA	NA	NA	NA	5.494	0
V	19889451	0.095784	NA	NA	NA	NA	5.494	0
V	19889475	0	NA	NA	NA	NA	5.494	0
V	19889645	0	NA	NA	NA	NA	5.494	0
V	19889646	0	NA	NA	NA	NA	5.494	0
V	19889678	0.270867	NA	NA	NA	NA	5.494	0
V	19889957	0	NA	NA	NA	NA	5.494	0
V	19889960	0	NA	NA	NA	NA	5.494	0
V	19889961	0	NA	NA	NA	NA	5.494	0
V	19889962	0	NA	NA	NA	NA	5.494	0
V	19889966	0	NA	NA	NA	NA	5.494	0
V	19892128	0	NA	NA	NA	NA	5.494	0
V	19892132	0	NA	NA	NA	NA	5.494	0
V	19892150	0.041078	NA	NA	NA	NA	5.494	0
V	19892645	0.041078	NA	NA	NA	NA	5.494	0
V	19892685	0	NA	NA	NA	NA	5.494	0
V	19892702	0	NA	NA	NA	NA	5.494	0
V	19892788	0.004322	NA	NA	NA	NA	5.494	0
V	19892809	0.288959	NA	NA	NA	NA	5.494	0
V	19892818	0	NA	NA	NA	NA	5.494	0
V	19892819	0	NA	NA	NA	NA	5.494	0
V	19892946	0.288959	NA	NA	NA	NA	5.494	0
V	19893137	0	NA	NA	NA	NA	5.494	0
V	19893158	0	NA	NA	NA	NA	5.494	0
V	19893270	0	NA	NA	NA	NA	5.494	0
V	19893290	0	NA	NA	NA	NA	5.494	0
V	19893341	0	NA	NA	NA	NA	5.494	0
V	19893348	0.041078	NA	NA	NA	NA	5.494	0
V	19893374	0	NA	NA	NA	NA	5.494	0
V	19893388	0	NA	NA	NA	NA	5.494	0
V	19893892	0.435088	NA	NA	NA	NA	5.494	0
V	19893894	0.282989	NA	NA	NA	NA	5.494	0
V	19893906	0.435088	NA	NA	NA	NA	5.494	0
V	19894492	0.007382	NA	NA	NA	NA	5.494	0
V	19894515	0.007382	NA	NA	NA	NA	5.494	0
V	19894517	0	NA	NA	NA	NA	5.494	0
V	19894543	0.074732	NA	NA	NA	NA	5.494	0
V	19894559	0.041078	NA	NA	NA	NA	5.494	0
V	19894847	0.145555	NA	NA	NA	NA	5.494	0
V	19894923	0	NA	NA	NA	NA	5.494	0
V	19895036	1.18803	NA	NA	NA	NA	5.494	0
V	19895055	0	NA	NA	NA	NA	5.494	0
V	19895077	0	NA	NA	NA	NA	5.494	0
V	19895083	0	NA	NA	NA	NA	5.494	0
V	19895087	0	NA	NA	NA	NA	5.494	0
V	19898456	0.380379	NA	NA	NA	NA	5.494	0
V	19898583	0.288959	NA	NA	NA	NA	5.494	0
V	19900127	0	NA	NA	NA	NA	5.494	0
V	19900222	0	NA	NA	NA	NA	5.494	0
V	19900226	0	NA	NA	NA	NA	5.494	0
V	19900247	0.435088	NA	NA	NA	NA	5.494	0
V	19902213	0	NA	NA	NA	NA	5.494	0
V	19902540	0	NA	NA	NA	NA	5.494	0
V	19903010	0	NA	NA	NA	NA	5.494	0
V	19903027	0.049732	NA	NA	NA	NA	5.494	0
V	19903053	0.049732	NA	NA	NA	NA	5.494	0
V	19903879	0	NA	NA	NA	NA	5.494	0
V	19904182	0	NA	NA	NA	NA	5.494	0
V	19904204	0.352737	NA	NA	NA	NA	5.494	0
V	19904208	0	NA	NA	NA	NA	5.494	0
V	19917276	0	NA	NA	NA	NA	5.494	0
V	19917337	0	NA	NA	NA	NA	5.494	0
V	19917354	0	NA	NA	NA	NA	5.494	0
V	19917364	0.446522	NA	NA	NA	NA	5.494	0
V	19918128	0.3989	NA	NA	NA	NA	5.494	0
V	19918155	0	NA	NA	NA	NA	5.494	0
V	19918214	0	NA	NA	NA	NA	5.494	0
V	19918300	0	NA	NA	NA	NA	5.494	0
V	19918354	0	NA	NA	NA	NA	5.494	0
V	19919031	0	NA	NA	NA	NA	5.494	0
V	19919032	0	NA	NA	NA	NA	5.494	0
V	19920087	0.051045	NA	NA	NA	NA	5.494	0
V	19920137	0.134094	NA	NA	NA	NA	5.494	0
V	19920669	2.781811	NA	NA	NA	NA	5.494	0
V	19920683	2.993115	NA	NA	NA	NA	5.494	0
V	19920693	2.993115	NA	NA	NA	NA	5.494	0
V	19920694	3.777823	NA	NA	NA	NA	5.494	0
V	19922877	0	NA	NA	NA	NA	5.494	0
V	19922945	0.001068	NA	NA	NA	NA	5.494	0
V	19925000	0.185186	NA	NA	NA	NA	5.494	0
V	19925081	0	NA	NA	NA	NA	5.494	0
V	19925084	0	NA	NA	NA	NA	5.494	0
V	19929151	0	NA	NA	NA	NA	5.494	0
V	19929156	0.132479	NA	NA	NA	NA	5.494	0
V	19929159	0.132479	NA	NA	NA	NA	5.494	0
V	19932824	0	NA	NA	NA	NA	5.494	0
V	19941920	0.278492	NA	NA	NA	NA	5.494	0
V	19941964	0.278492	NA	NA	NA	NA	5.494	0
V	19942025	0.278492	NA	NA	NA	NA	5.494	0
V	19942026	0.278492	NA	NA	NA	NA	5.494	0
V	19942045	0.278492	NA	NA	NA	NA	5.494	0
V	19945185	0.092794	NA	NA	NA	NA	5.494	0
V	19945216	0.082094	NA	NA	NA	NA	5.494	0
V	19945248	0	NA	NA	NA	NA	5.494	0
V	19953733	0.393676	NA	NA	NA	NA	5.494	0
V	19953775	0	NA	NA	NA	NA	5.494	0
V	19953796	0	NA	NA	NA	NA	5.494	0
V	19953827	0	NA	NA	NA	NA	5.494	0
V	19953862	0	NA	NA	NA	NA	5.494	0
V	19954214	0	NA	NA	NA	NA	5.494	0
V	19954218	0	NA	NA	NA	NA	5.494	0
V	19954231	0	NA	NA	NA	NA	5.494	0
V	19958202	0	NA	NA	NA	NA	5.494	0
V	19958239	0	NA	NA	NA	NA	5.494	0
V	19958245	0	NA	NA	NA	NA	5.494	0
V	19958282	0.24478	NA	NA	NA	NA	5.494	0
V	19958356	0	NA	NA	NA	NA	5.494	0
V	19958358	0	NA	NA	NA	NA	5.494	0
V	19958360	0	NA	NA	NA	NA	5.494	0
V	19959069	0	NA	NA	NA	NA	5.494	0
V	19963880	0.000576	NA	NA	NA	NA	5.494	0
V	19964050	0.007382	NA	NA	NA	NA	5.494	0
V	19965755	0.070425	NA	NA	NA	NA	5.494	0
V	19965775	0.070425	NA	NA	NA	NA	5.494	0
V	19965805	0.446522	NA	NA	NA	NA	5.494	0
V	19973399	0	NA	NA	NA	NA	5.494	0
V	19979036	0	NA	NA	NA	NA	5.494	0
V	19985642	0.164817	NA	NA	NA	NA	5.494	0
V	19985677	0.064099	NA	NA	NA	NA	5.494	0
V	19992453	0.15338	NA	NA	NA	NA	5.494	0
V	19992466	0	NA	NA	NA	NA	5.494	0
V	19996015	0	NA	NA	NA	NA	5.494	0
V	19996045	0	NA	NA	NA	NA	5.494	0
V	19996072	0	NA	NA	NA	NA	5.494	0
V	19996327	0	NA	NA	NA	NA	5.494	0
V	19996364	0	NA	NA	NA	NA	5.494	0
V	19996367	0	NA	NA	NA	NA	5.494	0
V	19998908	0.339414	NA	NA	NA	NA	5.494	0
V	20003033	0	NA	NA	NA	NA	5.494	0
V	20023006	0.331002	NA	NA	NA	NA	5.494	0
V	20030350	0.446522	NA	NA	NA	NA	5.494	0
V	20030673	0.007382	NA	NA	NA	NA	5.494	0
V	20030710	0	NA	NA	NA	NA	5.494	0
V	20030815	0.446522	NA	NA	NA	NA	5.494	0
V	20030819	0	NA	NA	NA	NA	5.494	0
V	20030823	0.007382	NA	NA	NA	NA	5.494	0
V	20030870	0	NA	NA	NA	NA	5.494	0
V	20030873	0	NA	NA	NA	NA	5.494	0
V	20030977	0	NA	NA	NA	NA	5.494	0
V	20030979	0	NA	NA	NA	NA	5.494	0
V	20032599	0	NA	NA	NA	NA	5.494	0
V	20032632	0.14314	NA	NA	NA	NA	5.494	0
V	20036359	0	NA	NA	NA	NA	5.494	0
V	20037804	0.355589	NA	NA	NA	NA	5.494	0
V	20048791	0	NA	NA	NA	NA	5.494	0
V	20048793	0.446522	NA	NA	NA	NA	5.494	0
V	20048829	0	NA	NA	NA	NA	5.494	0
V	20048849	0	NA	NA	NA	NA	5.494	0
V	20054498	0.005917	NA	NA	NA	NA	5.494	0
V	20054531	0	NA	NA	NA	NA	5.494	0
V	20054534	0	NA	NA	NA	NA	5.494	0
V	20054555	0	NA	NA	NA	NA	5.494	0
V	20054925	0	NA	NA	NA	NA	5.494	0
V	20054974	0.212721	NA	NA	NA	NA	5.494	0
V	20055024	0.542891	NA	NA	NA	NA	5.494	0
V	20055039	0	NA	NA	NA	NA	5.494	0
V	20056511	0	NA	NA	NA	NA	5.494	0
V	20056555	0.005917	NA	NA	NA	NA	5.494	0
V	20060695	0	NA	NA	NA	NA	5.494	0
V	20060711	0	NA	NA	NA	NA	5.494	0
V	20060718	0	NA	NA	NA	NA	5.494	0
V	20060740	0	NA	NA	NA	NA	5.494	0
