chromosome	clone	start	end	strain
IV	WRM0612aA09	9658227	9690870	N2
IV	WRM063cH07	9671598	9706610	N2
IV	WRM0621cC03	9682077	9719818	N2
IV	WRM0623aB10	9684285	9711558	N2
IV	WRM0633dH03	9684375	9718261	N2
IV	WRM0613dG02	9689696	9719871	N2
IV	WRM0638bA01	9696041	9728641	N2
IV	WRM0634dH10	9698763	9733789	N2
IV	WRM0621cD11	9713030	9747822	N2
IV	WRM0628dB10	9725552	9762954	N2
IV	WRM0628dB03	9726310	9763807	N2
IV	WRM0633bD11	9730135	9755077	N2
IV	WRM064cB12	9743137	9779360	N2
IV	WRM0629dD02	9746253	9784171	N2
IV	WRM0634aH06	9753928	9788728	N2
IV	WRM0623dG08	9765294	9808212	N2
IV	WRM0637aF03	9765581	9795735	N2
IV	WRM0626aF01	9766792	9803610	N2
IV	WRM066bF09	9770102	9802640	N2
IV	WRM0610cA10	9770907	9804900	N2
IV	WRM0626cH05	9773416	9796548	N2
IV	WRM0617dE10	9774989	9810045	N2
IV	WRM064dG02	9781862	9814193	N2
IV	WRM0612cA05	9786111	9824273	N2
IV	WRM0636aA07	9786625	9821863	N2
IV	WRM069dC01	9790000	9825003	N2
IV	WRM0617bC12	9792344	9826676	N2
IV	WRM067bF08	9814812	9849286	N2
IV	WRM0621bB05	9819454	9852212	N2
IV	WRM0625dA07	9832257	9866276	N2
IV	WRM0637cA06	9832517	9868015	N2
IV	WRM063dC12	9833404	9867004	N2
IV	WRM0620bG03	9860894	9901921	N2
IV	WRM0637aA08	9869179	9902430	N2
IV	WRM0630bF03	9872866	9914192	N2
IV	WRM0639dC08	9880215	9911639	N2
IV	WRM0619bD02	9881479	9913386	N2
IV	WRM068bG05	9883870	9917017	N2
IV	WRM0617dA03	9884368	9917685	N2
IV	WRM0614dD11	9885480	9921028	N2
IV	WRM062cH10	9887176	9922240	N2
IV	WRM0639cB01	9890005	9929764	N2
IV	WRM063bD08	9891410	9924479	N2
IV	WRM0624bB06	9897399	9929161	N2
IV	WRM0633aH01	9898822	9930565	N2
IV	WRM0640dA06	9904800	9942733	N2
IV	WRM064aC02	9912793	9946481	N2
IV	WRM0614cB12	9914709	9947069	N2
IV	WRM069cD06	9925504	9957883	N2
IV	WRM0622dB04	9934246	9971591	N2
IV	WRM0618bF12	9935860	9968806	N2
IV	WRM0639cD10	9940801	9974588	N2
IV	WRM0637cB06	9941680	9980881	N2
IV	WRM0641dC12	9946940	9981188	N2
IV	WRM0637cG03	9955775	9987635	N2
IV	WRM0621cC09	9958766	9999655	N2
IV	WRM0634bB01	9959622	9993385	N2
IV	WRM066bG05	9964202	9994838	N2
IV	WRM0625aF08	9971801	10006465	N2
IV	WRM061dG03	9973814	10007926	N2
IV	WRM0614aD04	9974620	10008173	N2
IV	WRM0638dA11	9975610	10011980	N2
IV	WRM0610bF05	9988671	10024484	N2
IV	WRM0636dA11	9990491	10026334	N2
IV	WRM0621cC04	9990884	10022803	N2
IV	WRM0619dG06	9991012	10023726	N2
IV	WRM0630dB07	9991602	10024701	N2
IV	WRM069bC07	9991661	10024378	N2
IV	WRM0613aC11	9993188	10026680	N2
IV	WRM0611cF12	9994502	10026644	N2
IV	WRM0635dC06	9995886	10030944	N2
IV	WRM0619bC09	9997638	10034129	N2
IV	WRM0641cA09	9999982	10033857	N2
IV	WRM0619bC08	10005439	10037886	N2
IV	WRM064dA10	10006944	10044737	N2
IV	WRM0613bC06	10014815	10047242	N2
IV	WRM0619cE07	10016195	10057005	N2
IV	WRM0614dH02	10023245	10050261	N2
IV	WRM0611bE02	10024322	10056545	N2
IV	WRM0616aH04	10026808	10064584	N2
IV	WRM061dG05	10027029	10059909	N2
IV	WRM0618bB04	10028053	10065895	N2
IV	WRM0613bD12	10034404	10069713	N2
IV	WRM0636dH11	10038225	10071498	N2
IV	WRM068dE07	10041428	10074389	N2
IV	WRM0630dE05	10044276	10079585	N2
IV	WRM068cH05	10045245	10076453	N2
IV	WRM0622bE06	10048760	10082418	N2
IV	WRM062cC12	10049455	10083857	N2
IV	WRM0622cB04	10051781	10087896	N2
IV	WRM0622cG04	10052577	10089587	N2
IV	WRM0634dC07	10054964	10088688	N2
IV	WRM0636cC11	10062093	10096594	N2
IV	WRM0614bG04	10062745	10095821	N2
IV	WRM062bF08	10063029	10091314	N2
IV	WRM0616aE07	10063159	10096307	N2
IV	WRM067dD05	10065073	10100340	N2
IV	WRM0639aA11	10069106	10104095	N2
IV	WRM0617bE07	10072088	10107164	N2
IV	WRM0634aG03	10074326	10105412	N2
IV	WRM0640aG02	10082178	10115869	N2
IV	WRM0634cH04	10101551	10132798	N2
IV	WRM066bA11	10103145	10137443	N2
IV	WRM0616aF10	10108627	10144180	N2
IV	WRM0623bD11	10109265	10147989	N2
IV	WRM0613aF03	10111513	10147660	N2
IV	WRM0635aE05	10114926	10148087	N2
IV	WRM0632cF01	10120385	10156766	N2
IV	WRM0632cD03	10121164	10153574	N2
IV	WRM0639aH08	10125072	10156425	N2
IV	WRM0639bA02	10125073	10156425	N2
IV	WRM0632dG10	10126922	10161526	N2
IV	WRM0612bA11	10127271	10159911	N2
IV	WRM0630cC07	10133671	10168379	N2
IV	WRM0641cF07	10137880	10171487	N2
IV	WRM0622aC10	10138152	10171793	N2
IV	WRM0624aE11	10141403	10176071	N2
IV	WRM0628dE09	10144045	10178966	N2
IV	WRM0625bG02	10147041	10180407	N2
IV	WRM0640bD02	10150209	10183416	N2
IV	WRM0636bE06	10160350	10201432	N2
IV	WRM0627bF07	10166620	10199104	N2
IV	WRM0627aD07	10214282	10251669	N2
IV	WRM062cG03	10216241	10248569	N2
IV	WRM0636cE01	10219857	10253357	N2
IV	WRM0630dE08	10222022	10258713	N2
IV	WRM0630dG09	10229571	10265400	N2
IV	WRM0619dD07	10235824	10267568	N2
IV	WRM0619cB04	10244027	10276059	N2
IV	WRM065bF07	10244982	10284407	N2
IV	WRM0630cH11	10248959	10280520	N2
IV	WRM0627dA04	10251135	10285945	N2
IV	WRM0616bD01	10251541	10283181	N2
IV	WRM062cC04	10261934	10301324	N2
IV	WRM0641cG10	10273360	10309539	N2
IV	WRM0636cG03	10290934	10325493	N2
IV	WRM0638dD09	10291354	10331478	N2
IV	WRM061dA07	10299106	10331459	N2
IV	WRM067aG03	10303334	10330323	N2
IV	WRM0629cF10	10335292	10362546	N2
IV	WRM0640aF07	10341190	10369518	N2
IV	WRM0630dF01	10351473	10380760	N2
IV	WRM0626dH02	10352356	10385779	N2
IV	WRM0613aG03	10353150	10383976	N2
IV	WRM0639cA05	10353692	10385938	N2
IV	WRM0637bE12	10360872	10396962	N2
IV	WRM069dF12	10365613	10400888	N2
IV	WRM0620cD07	10368487	10404297	N2
IV	WRM0625aH12	10370378	10402841	N2
IV	WRM0611bF03	10376160	10410746	N2
IV	WRM0615bA03	10379817	10415006	N2
IV	WRM0617bH04	10381711	10413579	N2
IV	WRM062bC10	10390659	10425568	N2
IV	WRM0611dB09	10403362	10438246	N2
IV	WRM065aD04	10408042	10441768	N2
IV	WRM0618bG05	10411443	10447889	N2
IV	WRM0634bF12	10440487	10473741	N2
IV	WRM0631aH07	10443250	10483534	N2
IV	WRM069bA11	10446680	10485453	N2
IV	WRM0617aA04	10452608	10487196	N2
IV	WRM067dC08	10458834	10499795	N2
IV	WRM0640dE02	10464081	10497201	N2
IV	WRM065bB05	10467052	10499786	N2
IV	WRM0639dF03	10496120	10527006	N2
IV	WRM0618dA10	10498119	10529064	N2
IV	WRM0612bE08	10507734	10545416	N2
IV	WRM067bA06	10508776	10541309	N2
IV	WRM0630dG05	10512222	10542891	N2
IV	WRM0641cG07	10519900	10551678	N2
IV	WRM0612aB07	10527240	10563448	N2
IV	WRM0629aC04	10532861	10566486	N2
IV	WRM0626bB03	10533813	10574275	N2
IV	WRM0634aF04	10534427	10560470	N2
IV	WRM0629aA04	10539170	10573221	N2
IV	WRM069bF03	10539847	10573347	N2
IV	WRM0615bA10	10552459	10583997	N2
IV	WRM0639bF03	10562831	10601271	N2
IV	WRM0622cB09	10563572	10601696	N2
IV	WRM0628bG09	10569203	10602876	N2
IV	WRM0625bF06	10575919	10609122	N2
IV	WRM0615aD03	10579145	10616784	N2
IV	WRM0629aF02	10579235	10610373	N2
IV	WRM0641dE09	10580906	10613925	N2
IV	WRM0637dA05	10585685	10619890	N2
IV	WRM0621dC12	10591853	10634261	N2
IV	WRM0615bD06	10594725	10628665	N2
IV	WRM068dB05	10597458	10631424	N2
IV	WRM0633dD01	10611913	10647635	N2
IV	WRM0618aF04	10612612	10646370	N2
IV	WRM0633aH05	10627527	10660558	N2
IV	WRM0633bG01	10628149	10666347	N2
IV	WRM0630aC07	10630278	10670637	N2
IV	WRM0638dF09	10636356	10669705	N2
IV	WRM0625dG11	10646839	10682586	N2
IV	WRM0635aE11	10651027	10677133	N2
IV	WRM0628cD09	10651863	10684921	N2
IV	WRM067aC01	10655537	10690615	N2
IV	WRM0631cF08	10656521	10687448	N2
IV	WRM0622cC03	10658250	10691442	N2
IV	WRM0635bH08	10666585	10702280	N2
IV	WRM0631aB10	10674980	10714952	N2
IV	WRM0641aA06	10678803	10713163	N2
IV	WRM061dC12	10694247	10726674	N2
IV	WRM0619bG06	10694563	10730665	N2
IV	WRM0631bH06	10694680	10727440	N2
IV	WRM0620cA12	10704605	10744211	N2
IV	WRM0624bG10	10716537	10750506	N2
IV	WRM069cF08	10718036	10752000	N2
IV	WRM0613cE01	10721554	10759051	N2
IV	WRM0635dB08	10726285	10760671	N2
IV	WRM0635dB05	10726474	10760513	N2
IV	WRM0629aE02	10730085	10765451	N2
IV	WRM0638bC03	10732514	10767605	N2
IV	WRM0619dF04	10733208	10769825	N2
IV	WRM0623dB01	10734096	10770300	N2
IV	WRM0630dD08	10743062	10778642	N2
IV	WRM0618bE07	10750436	10783708	N2
IV	WRM0619aF11	10751253	10784894	N2
IV	WRM0629bH10	10755034	10785689	N2
IV	WRM0636cG02	10755911	10788712	N2
IV	WRM0638dA06	10757044	10797741	N2
IV	WRM061dE11	10762168	10798874	N2
IV	WRM0631bC06	10778817	10812486	N2
IV	WRM0618aA10	10798261	10832789	N2
IV	WRM065cD11	10798828	10836934	N2
IV	WRM0626cA05	10804279	10838030	N2
IV	WRM0622bE04	10805848	10842681	N2
IV	WRM064dD07	10807720	10843970	N2
IV	WRM068cH10	10810624	10845293	N2
IV	WRM0636dC05	10812887	10853675	N2
IV	WRM067cF03	10816819	10856599	N2
IV	WRM0622dD04	10818097	10854532	N2
IV	WRM0639dB01	10819663	10852707	N2
IV	WRM067dH08	10832317	10867550	N2
IV	WRM0615dA09	10839144	10875451	N2
IV	WRM0616cF02	10847520	10882356	N2
IV	WRM0628bB07	10851642	10884775	N2
IV	WRM062aG06	10856932	10888353	N2
IV	WRM068dH12	10863649	10897043	N2
IV	WRM0615dG02	10866893	10905535	N2
IV	WRM065dE10	10870504	10902740	N2
IV	WRM062cH12	10878015	10908278	N2
IV	WRM0639cD01	10885385	10919169	N2
IV	WRM063cG12	10907480	10942489	N2
IV	WRM0618aB12	10908721	10941137	N2
IV	WRM0614aC10	10947085	10977915	N2
IV	WRM0637cH04	10987391	11013492	N2
IV	WRM0641dF09	10990429	11027055	N2
IV	WRM063bC05	11002854	11037387	N2
IV	WRM0616dB12	11004268	11038048	N2
IV	WRM064bF06	11010087	11047151	N2
IV	WRM0625dF01	11035515	11072136	N2
IV	WRM0617dB10	11072551	11104348	N2
IV	WRM0641aD06	11072622	11092593	N2
IV	WRM0614dB02	11073947	11089506	N2
IV	WRM0638bA08	11073955	11090163	N2
IV	WRM0626cA07	11074276	11102787	N2
IV	WRM0627aA07	11074984	11093910	N2
IV	WRM0613cF12	11075245	11111547	N2
IV	WRM0634dC08	11109870	11144425	N2
IV	WRM0612bD12	11113964	11145302	N2
IV	WRM0625bH07	11116378	11151599	N2
IV	WRM0633dB08	11116716	11145710	N2
IV	WRM0610aF08	11120290	11152608	N2
IV	WRM0620bE05	11120686	11157510	N2
IV	WRM065cB07	11122080	11155285	N2
IV	WRM065bE04	11128939	11170316	N2
IV	WRM0616cH01	11131263	11164413	N2
IV	WRM0633aH09	11134058	11169183	N2
IV	WRM0621cE05	11137428	11170138	N2
IV	WRM0623dB09	11139983	11171863	N2
IV	WRM0619bG09	11146523	11178344	N2
IV	WRM0613bE08	11151153	11187911	N2
IV	WRM0633cC01	11151400	11184644	N2
IV	WRM0623aD02	11152264	11188807	N2
IV	WRM0631bG05	11155507	11195113	N2
IV	WRM0635aG05	11183325	11216758	N2
IV	WRM0629cD09	11190691	11223628	N2
IV	WRM062dG01	11191034	11228195	N2
IV	WRM0619bE06	11193669	11229245	N2
IV	WRM0635dC07	11193932	11227771	N2
IV	WRM0632dG12	11210095	11246518	N2
IV	WRM0618dB05	11236757	11266370	N2
IV	WRM068dB08	11258318	11288766	N2
IV	WRM0616aF05	11264737	11299072	N2
IV	WRM0630dB04	11264936	11301550	N2
IV	WRM0611dC12	11265771	11305144	N2
IV	WRM0618dH06	11273996	11306101	N2
IV	WRM0616dC03	11281200	11316012	N2
IV	WRM068cC11	11287862	11322716	N2
IV	WRM0637aE10	11297802	11332604	N2
IV	WRM065bG03	11298907	11335492	N2
IV	WRM0640dE06	11299298	11334202	N2
IV	WRM0610aC05	11320401	11351131	N2
IV	WRM066bE05	11320437	11351686	N2
IV	WRM068dF12	11327580	11360338	N2
IV	WRM0626dC01	11328105	11362288	N2
IV	WRM0628dB08	11330052	11364705	N2
IV	WRM0613dE12	11334778	11369109	N2
IV	WRM0619aG03	11343309	11378308	N2
IV	WRM0624dE08	11346323	11382037	N2
IV	WRM0629cE09	11346781	11376055	N2
IV	WRM062dH07	11347772	11376543	N2
IV	WRM065aH09	11369902	11407669	N2
IV	WRM064bA03	11374249	11405447	N2
IV	WRM0617dC11	11394855	11429739	N2
IV	WRM065dD05	11395212	11434366	N2
IV	WRM0629aB03	11400721	11432555	N2
IV	WRM0637aD04	11400970	11439360	N2
IV	WRM0624cC08	11405879	11443063	N2
IV	WRM0612aC10	11417755	11452363	N2
IV	WRM0635dF07	11420309	11454157	N2
IV	WRM067bD04	11423957	11457167	N2
IV	WRM0641aF04	11428525	11459147	N2
IV	WRM0623aC06	11429920	11466426	N2
IV	WRM0634dG05	11437905	11476207	N2
IV	WRM0625aD05	11440085	11471501	N2
IV	WRM0622bA10	11441590	11477494	N2
IV	WRM0614dC11	11441716	11474061	N2
IV	WRM0631cG10	11443053	11477183	N2
IV	WRM062aF10	11445486	11482113	N2
IV	WRM0622aF09	11452693	11484719	N2
IV	WRM064dE02	11466381	11502675	N2
IV	WRM0611cG10	11492770	11526249	N2
IV	WRM067cA04	11500110	11537200	N2
IV	WRM069dH04	11512544	11545746	N2
IV	WRM068cB09	11515127	11550539	N2
IV	WRM0640dG01	11521369	11558646	N2
IV	WRM0637bE10	11522168	11561117	N2
IV	WRM0610bA06	11539101	11576748	N2
IV	WRM0641cH02	11544201	11571002	N2
IV	WRM067aH10	11544463	11576841	N2
IV	WRM0621aC06	11553302	11583718	N2
IV	WRM0634aE02	11556870	11588898	N2
IV	WRM062bC06	11563933	11600019	N2
IV	WRM0635cC01	11567102	11601048	N2
IV	WRM0612aH05	11577210	11614296	N2
IV	WRM067bB05	11578252	11616071	N2
IV	WRM062dC06	11588526	11614511	N2
IV	WRM0639dC09	11614123	11644427	N2
IV	WRM0617bH05	11619976	11650911	N2
IV	WRM0610aE10	11622876	11654526	N2
IV	WRM0622dA10	11622941	11656271	N2
IV	WRM0628cA11	11623003	11656030	N2
IV	WRM0615dH10	11631184	11665627	N2
IV	WRM067cH11	11631443	11663323	N2
IV	WRM0637aA10	11633349	11663918	N2
IV	WRM0629bG08	11636615	11664508	N2
IV	WRM0632cE12	11636640	11666398	N2
IV	WRM0621bG07	11637381	11676431	N2
IV	WRM061cE08	11640249	11674234	N2
IV	WRM0630cA04	11645102	11681768	N2
IV	WRM0634cH07	11648180	11679441	N2
IV	WRM0632dA04	11650662	11683094	N2
IV	WRM0616aB03	11650696	11681725	N2
IV	WRM0624aB06	11665566	11699410	N2
IV	WRM0616cH07	11690230	11721775	N2
IV	WRM0625dD09	11693789	11730097	N2
IV	WRM0614dA02	11693996	11728751	N2
IV	WRM0619cD01	11696907	11735999	N2
IV	WRM0610dG12	11701702	11733075	N2
IV	WRM0618dH02	11703795	11734178	N2
IV	WRM069dD01	11709868	11747626	N2
IV	WRM062aH12	11715280	11753575	N2
IV	WRM0629cE10	11717244	11751717	N2
IV	WRM062bF06	11721210	11750686	N2
IV	WRM0639dG04	11723532	11759221	N2
IV	WRM061dF07	11751427	11785811	N2
IV	WRM0633dB11	11751680	11782613	N2
IV	WRM064cB03	11754906	11789834	N2
IV	WRM0621aD11	11759248	11790543	N2
IV	WRM063bF03	11769961	11805197	N2
IV	WRM069aA09	11772318	11810446	N2
IV	WRM0629dH09	11772793	11808633	N2
IV	WRM0613dG12	11781707	11815992	N2
IV	WRM0640cB07	11783344	11819965	N2
IV	WRM0612aA07	11786644	11825970	N2
IV	WRM0628aG12	11787287	11818936	N2
IV	WRM0638dB07	11787720	11825659	N2
IV	WRM069bH02	11788164	11829664	N2
IV	WRM0619bF07	11793570	11833711	N2
IV	WRM0630dH04	11810729	11845815	N2
IV	WRM066bF12	11813232	11844367	N2
IV	WRM0613dB10	11815182	11849710	N2
IV	WRM0616dA10	11818986	11846454	N2
IV	WRM0632dD12	11831669	11866081	N2
IV	WRM0614cB01	11834650	11869918	N2
IV	WRM063dF01	11839761	11875153	N2
IV	WRM0620aE10	11862999	11902240	N2
IV	WRM0623aC08	11865123	11901207	N2
IV	WRM0634cA02	11865991	11899868	N2
IV	WRM066aH02	11866564	11897689	N2
IV	WRM0637dH01	11869291	11908229	N2
IV	WRM0623aB06	11874479	11909114	N2
IV	WRM067dC05	11877860	11915166	N2
IV	WRM0634dF10	11883328	11915376	N2
IV	WRM0640dA08	11883602	11917028	N2
IV	WRM0612dB07	11887717	11922036	N2
IV	WRM0629aC01	11891419	11925262	N2
IV	WRM066bA01	11891543	11926617	N2
IV	WRM063aE08	11891898	11921461	N2
IV	WRM0637cG10	11892866	11930928	N2
IV	WRM0631aE11	11893646	11931967	N2
IV	WRM0626dD10	11901468	11932729	N2
IV	WRM0630dG06	11915433	11953562	N2
IV	WRM0638cH06	11937771	11976109	N2
IV	WRM069dG08	11939700	11969195	N2
IV	WRM0624bF11	11941687	11984767	N2
IV	WRM0620aB05	11942259	11977732	N2
IV	WRM0636dA01	11942600	11979322	N2
IV	WRM062dG03	11945416	11980465	N2
IV	WRM0641aD08	11945593	11981745	N2
IV	WRM0626aG06	11947373	11987747	N2
IV	WRM067dG03	11948780	11984045	N2
IV	WRM0622bC01	11950077	11984130	N2
IV	WRM0621aH02	11953577	11980840	N2
IV	WRM0612bB06	11954963	11990187	N2
IV	WRM0625bB08	11957368	11993667	N2
IV	WRM0637aA07	11959632	11992897	N2
IV	WRM068cD02	11961225	11993155	N2
IV	WRM0639aC01	11963244	12007535	N2
IV	WRM0636bB05	11963974	11997965	N2
IV	WRM064cD05	11966191	12000495	N2
IV	WRM062bB11	11970531	12003659	N2
IV	WRM0613dD07	11976492	12014406	N2
IV	WRM0627cE02	11977919	12012899	N2
IV	WRM0617cC02	11980939	12013533	N2
IV	WRM0633cE01	11981118	12013412	N2
IV	WRM0612cD03	11981377	12018578	N2
IV	WRM0627bG04	11987911	12014357	N2
IV	WRM0640aE05	12024975	12055635	N2
IV	WRM0636dF03	12025276	12051612	N2
IV	WRM0635bE12	12044725	12079257	N2
IV	WRM0623aA08	12045918	12079259	N2
IV	WRM067aA10	12051106	12084278	N2
IV	WRM0634dB11	12051227	12088243	N2
IV	WRM0624bH04	12052604	12084243	N2
IV	WRM0617cH08	12055639	12086217	N2
IV	WRM0626cF09	12056254	12087886	N2
IV	WRM0630aE01	12075816	12111794	N2
IV	WRM0612aD10	12085123	12119064	N2
IV	WRM0640dC09	12086856	12123293	N2
IV	WRM0626bC06	12094143	12126853	N2
IV	WRM066cG02	12094554	12127443	N2
IV	WRM0627cG03	12118279	12157019	N2
IV	WRM0631aG10	12122091	12155336	N2
IV	WRM0621aA05	12122534	12157742	N2
IV	WRM0624bG03	12126931	12159233	N2
IV	WRM0634dD09	12130650	12164481	N2
IV	WRM0619aB06	12136394	12170540	N2
IV	WRM0638bE11	12142366	12170659	N2
IV	WRM063aG07	12143518	12170640	N2
IV	WRM0612aH11	12151203	12189417	N2
IV	WRM0612cE07	12153910	12171905	N2
IV	WRM0615aH06	12168054	12197937	N2
IV	WRM0624aD09	12183029	12215706	N2
IV	WRM0610dD02	12203692	12236823	N2
IV	WRM0637cF06	12262161	12296880	N2
IV	WRM063aC01	12270375	12305278	N2
IV	WRM0619bD12	12281523	12315632	N2
IV	WRM0640aG07	12288826	12317843	N2
IV	WRM0617dG03	12290039	12317181	N2
IV	WRM0641bH07	12296438	12319130	N2
IV	WRM0634cD02	12299087	12319084	N2
IV	WRM0634cE05	12299089	12319069	N2
IV	WRM0626bF09	12300257	12318847	N2
IV	WRM065cD05	12323579	12352384	N2
IV	WRM061bG12	12337896	12370268	N2
IV	WRM0630dB08	12346179	12375420	N2
IV	WRM0641cH06	12354261	12389996	N2
IV	WRM066cF06	12367531	12406622	N2
IV	WRM066aH04	12377742	12412169	N2
IV	WRM0611cC01	12378309	12410530	N2
IV	WRM062aB04	12381173	12417672	N2
IV	WRM0623bG12	12383739	12417386	N2
IV	WRM0623cA09	12383754	12415372	N2
IV	WRM0613dB08	12384020	12413653	N2
IV	WRM062dB01	12385393	12413349	N2
IV	WRM068bF10	12392975	12428798	N2
IV	WRM0614dC04	12394571	12420306	N2
IV	WRM0631aA01	12404565	12440609	N2
IV	WRM0618aD01	12417225	12451131	N2
IV	WRM0624aC09	12419544	12456195	N2
IV	WRM0611aC08	12430710	12464195	N2
IV	WRM063aF07	12439126	12483063	N2
IV	WRM0629bG01	12451556	12489906	N2
IV	WRM0618dD09	12453818	12487790	N2
IV	WRM0632cA08	12456080	12490084	N2
IV	WRM065bF11	12462476	12497045	N2
IV	WRM0620bD10	12468704	12503719	N2
IV	WRM0617aG11	12493292	12524635	N2
IV	WRM0619dC08	12493985	12527264	N2
IV	WRM065dD04	12501124	12533964	N2
IV	WRM061cC05	12502675	12539599	N2
IV	WRM0633cD04	12510053	12531640	N2
IV	WRM0627aF12	12518491	12551966	N2
IV	WRM0613bH07	12519228	12554397	N2
IV	WRM0621bG11	12521028	12551515	N2
IV	WRM0622bA04	12521389	12562593	N2
IV	WRM0619aD02	12522691	12556937	N2
IV	WRM0632bH02	12526785	12561581	N2
IV	WRM0632aF12	12540814	12578796	N2
IV	WRM0618bF07	12549172	12588928	N2
IV	WRM0619bA04	12549589	12584465	N2
IV	WRM061dC07	12550255	12586958	N2
IV	WRM0623cD02	12559546	12596203	N2
IV	WRM0614bD02	12569638	12604443	N2
IV	WRM068bH03	12622204	12641293	N2
IV	WRM064cA08	12633233	12651288	N2
IV	WRM0623aA10	12680851	12720750	N2
IV	WRM066bH11	12695129	12725344	N2
IV	WRM0625cB10	12696943	12731216	N2
IV	WRM0636cC09	12698800	12733030	N2
IV	WRM0638cF06	12702953	12731450	N2
IV	WRM0613dD01	12706368	12740240	N2
IV	WRM0639bE02	12719007	12748437	N2
IV	WRM0620dB12	12723922	12754380	N2
IV	WRM061aB09	12730467	12758252	N2
IV	WRM0630bD03	12730745	12759382	N2
IV	WRM0635bD10	12735237	12770062	N2
IV	WRM067bF06	12739184	12775281	N2
IV	WRM069bD03	12739339	12771756	N2
IV	WRM0627aC07	12739956	12769408	N2
IV	WRM063bG11	12741965	12772239	N2
IV	WRM0630aF09	12755879	12794630	N2
IV	WRM0610dF06	12758687	12784080	N2
IV	WRM064cG09	12759910	12793727	N2
IV	WRM061aG08	12763798	12794432	N2
IV	WRM0640cE04	12786454	12817336	N2
IV	WRM0622aG07	12787354	12823360	N2
IV	WRM068bB10	12790653	12827129	N2
IV	WRM0626cE04	12850692	12882647	N2
IV	WRM0613bD03	12851644	12886663	N2
IV	WRM063cB02	12865580	12893792	N2
IV	WRM0628dD11	12891187	12917930	N2
IV	WRM0633cG12	12891614	12926177	N2
IV	WRM0621aG05	12909259	12943881	N2
IV	WRM0637aG01	12909850	12945228	N2
IV	WRM0636bE12	12917891	12948941	N2
IV	WRM0627dD01	12931065	12969303	N2
IV	WRM0623aA06	12937097	12973183	N2
IV	WRM0633bA05	12947550	12983958	N2
IV	WRM066cB09	12952550	12985130	N2
IV	WRM068dA09	12955443	12988598	N2
IV	WRM0628bD11	12957817	12994201	N2
IV	WRM062bC02	12960583	12993374	N2
IV	WRM0624cF03	12960900	12993685	N2
IV	WRM0623cA11	12965585	13001744	N2
IV	WRM0612cD08	12969123	12997462	N2
IV	WRM0624cF05	12970267	13011621	N2
IV	WRM0611dE06	12972582	13000474	N2
IV	WRM0610cC11	12972603	13004378	N2
IV	WRM0620dA07	12981587	13019002	N2
IV	WRM0619dH05	12985734	13018557	N2
IV	WRM0635cE03	12987144	13018781	N2
IV	WRM0635bH02	12994409	13028344	N2
IV	WRM0625bD04	12995143	13028806	N2
IV	WRM0612cG12	12996147	13027028	N2
IV	WRM0624cF07	13018056	13049794	N2
IV	WRM0636bE11	13022472	13059098	N2
IV	WRM0632dG09	13025447	13058947	N2
IV	WRM0625bH03	13025992	13062545	N2
IV	WRM0620aG02	13038416	13070146	N2
IV	WRM064aB08	13044612	13081651	N2
IV	WRM0617dG07	13050104	13078069	N2
IV	WRM0630dD11	13052974	13085583	N2
IV	WRM0613bF04	13056818	13095511	N2
IV	WRM0632aF11	13059299	13091992	N2
IV	WRM061cB10	13063528	13097043	N2
IV	WRM0629cG10	13067065	13100890	N2
IV	WRM0611bG11	13071111	13099071	N2
IV	WRM0632cF02	13073404	13098137	N2
IV	WRM0626aF04	13075616	13109189	N2
IV	WRM069cE10	13083240	13117759	N2
IV	WRM0626aH09	13083501	13124898	N2
IV	WRM065aA02	13088482	13127476	N2
IV	WRM0639aA08	13100041	13133922	N2
IV	WRM0617aE02	13106724	13143905	N2
IV	WRM0629cE02	13120793	13152341	N2
IV	WRM061cC06	13127714	13166915	N2
IV	WRM0640cE10	13137826	13168149	N2
IV	WRM0628cE05	13156969	13191562	N2
IV	WRM0610cE07	13189989	13226231	N2
IV	WRM0613cG01	13190870	13223135	N2
IV	WRM068aH12	13200176	13228906	N2
IV	WRM0613dC12	13203188	13230934	N2
IV	WRM0620dC10	13206603	13242309	N2
IV	WRM0617dA07	13234746	13265750	N2
IV	WRM0622cD05	13316841	13349875	N2
IV	WRM0611aC12	13323982	13357947	N2
IV	WRM0620bF12	13541783	13581911	N2
IV	WRM0622bB04	13546727	13583273	N2
IV	WRM0616aH02	13558443	13592033	N2
IV	WRM0613cG09	13560520	13592456	N2
IV	WRM0615bH05	13565814	13598951	N2
IV	WRM067bF05	13597234	13631006	N2
IV	WRM069cD02	13598303	13631582	N2
IV	WRM065bD09	13609781	13646841	N2
IV	WRM065aG08	13613690	13650928	N2
IV	WRM067bD01	13623405	13658574	N2
IV	WRM067dG06	13623711	13649698	N2
IV	WRM065cG01	13627722	13666631	N2
IV	WRM0633dA12	13629891	13668199	N2
IV	WRM0634dB07	13642585	13675052	N2
IV	WRM0636aH06	13648615	13682813	N2
IV	WRM0640aB11	13662236	13698793	N2
IV	WRM0636cA04	13678729	13711226	N2
IV	WRM0625dB04	13687498	13719523	N2
IV	WRM0638cF05	13693335	13731040	N2
IV	WRM0636bD09	13697046	13730056	N2
IV	WRM068cF11	13701947	13735696	N2
IV	WRM0636bF07	13717593	13757532	N2
IV	WRM0618dC07	13753099	13788808	N2
IV	WRM0628aF05	13762143	13793654	N2
