Chromosome	Clone	Start	End
X	WRM0622bE01	718442	752961
X	WRM0630cA05	721300	757917
X	WRM0612cD07	723804	755067
X	WRM069bA08	732742	769281
X	WRM0629dA08	747219	779033
X	WRM069bB05	764444	795561
X	WRM0631dG09	764705	799345
X	WRM0623cE12	764930	796572
X	WRM069cD03	765167	796649
X	WRM0636bD02	765904	801836
X	WRM0614aF12	770592	800965
X	WRM0626cF10	776678	818578
X	WRM0610bC08	777735	812710
X	WRM0632dC06	784425	818481
X	WRM0632dC02	784787	819513
X	WRM0621dA02	787888	820464
X	WRM0617bC03	796717	832304
X	WRM064cF08	805914	833972
X	WRM0614dG12	807959	843236
X	WRM0619cG11	810404	846320
X	WRM0610dE05	810601	843353
X	WRM0624dD12	816395	855705
X	WRM0638aD08	832849	865306
X	WRM0635cF10	839283	875775
X	WRM0613dA10	840051	874276
X	WRM065dG07	841386	876813
X	WRM0617cF12	843339	877828
X	WRM065bB11	849069	878771
X	WRM0617aH10	855046	884880
X	WRM0636aH04	860810	894506
X	WRM0638cE09	862145	895607
X	WRM0633cA10	862416	892597
X	WRM061bA04	879566	915142
X	WRM0626cF08	887205	925666
X	WRM0639bH02	889383	922265
X	WRM0633cH09	893303	927211
X	WRM069aE04	905239	940930
X	WRM0627dG01	917363	946747
X	WRM064cB08	919467	948383
X	WRM067dG09	920640	955007
X	WRM0637aG04	926247	958205
X	WRM0627bE04	927781	956486
X	WRM0614bA10	934378	961080
X	WRM0633aC04	938301	957475
X	WRM0631aD10	955422	989903
X	WRM0631cC04	959184	991096
X	WRM0627dH08	975765	1012870
X	WRM0621dF04	976412	1016701
X	WRM0636dA04	981572	1015234
X	WRM0631cA02	985237	1020973
X	WRM0625aB08	989982	1023249
X	WRM0625cH06	1001544	1036418
X	WRM0625aG07	1011569	1045666
X	WRM0639cC07	1014055	1050510
X	WRM0633aE02	1019219	1054021
X	WRM0631bH02	1027208	1066515
X	WRM063aC06	1027885	1067726
X	WRM0615dB02	1028796	1059607
X	WRM0639dA09	1029309	1061887
X	WRM069bF11	1033145	1066830
X	WRM0635dC03	1038891	1081529
X	WRM0618bG07	1040715	1072529
X	WRM0630cD07	1042780	1079902
X	WRM0628cA05	1046771	1078655
X	WRM0622aH02	1048943	1082402
X	WRM0621cB12	1051170	1088129
X	WRM065aD03	1061078	1084151
X	WRM0622aH03	1069228	1103389
X	WRM0614dF04	1092042	1126879
X	WRM069bD12	1093708	1127554
X	WRM0622aH11	1098677	1134580
X	WRM0617aE10	1099564	1140392
X	WRM063bH06	1108643	1147012
X	WRM0616dF10	1116154	1151216
X	WRM0628dG11	1129977	1162814
X	WRM0619cA10	1139676	1171383
X	WRM0610bA04	1144437	1180243
X	WRM061aA05	1145507	1180900
X	WRM0613bB05	1151382	1183630
X	WRM0623bA10	1158178	1192814
X	WRM068aG07	1178257	1210117
X	WRM0632bB08	1179102	1208069
X	WRM0617dC12	1182434	1218361
X	WRM0629aA11	1185649	1218086
X	WRM0639cB04	1198185	1232786
X	WRM0618bB08	1199777	1233221
X	WRM0635cD01	1202073	1235427
X	WRM0628aH03	1207766	1240103
X	WRM0637bH04	1214988	1249108
X	WRM0616cB05	1237258	1273570
X	WRM0631bB09	1254212	1288318
X	WRM065dH07	1257821	1285902
X	WRM061bF09	1271772	1305667
X	WRM0638aD09	1271959	1309269
X	WRM065aB02	1282580	1317818
X	WRM0638aE08	1295841	1324573
X	WRM0641cH08	1304809	1345961
X	WRM0615cG12	1307068	1342488
X	WRM0637bF11	1309157	1343620
X	WRM0640bD10	1311866	1348084
X	WRM0612dD08	1317022	1349717
X	WRM0620dE06	1320066	1352051
X	WRM0615bB08	1323052	1354879
X	WRM0634bG07	1334839	1372983
X	WRM0620cG09	1342100	1377582
X	WRM0630aD01	1352151	1386583
X	WRM0616cD01	1352539	1389671
X	WRM0639aA01	1367737	1405647
X	WRM0629aD05	1369938	1405576
X	WRM0638dE02	1370768	1402459
X	WRM064cE08	1371873	1408541
X	WRM0636bA02	1375718	1414987
X	WRM063cH01	1386019	1418129
X	WRM0635cC09	1396775	1428853
X	WRM0636dG08	1408731	1447895
X	WRM0639bG09	1421221	1455713
X	WRM0637dF01	1426826	1459334
X	WRM0619dD03	1445393	1477111
X	WRM0613cF09	1477457	1512593
X	WRM069cF01	1488299	1524249
X	WRM0623aA03	1491228	1527724
X	WRM0616dA07	1508224	1540858
X	WRM0618cF04	1515832	1549621
X	WRM0635cB10	1522353	1559598
X	WRM0624aF11	1532321	1564013
X	WRM062dA09	1545635	1577421
X	WRM0622cF01	1551975	1587210
X	WRM0626aA02	1561808	1597231
X	WRM0618bC11	1568877	1603508
X	WRM0627bG01	1575264	1612684
X	WRM0639bB01	1579832	1618871
X	WRM0618cE04	1584887	1617789
X	WRM0634cG08	1603477	1636512
X	WRM068dC01	1613830	1637176
X	WRM0634dF02	1619890	1643643
X	WRM0624cB10	1621651	1644415
X	WRM0628aH06	1624759	1643982
X	WRM061aG07	1632836	1648618
X	WRM0619cB06	1633189	1656992
X	WRM0635bH10	1633445	1652143
X	WRM0626bE10	1636281	1663214
X	WRM0637cC01	1636392	1655048
X	WRM0641aB04	1641798	1670653
X	WRM067dD02	1662647	1697648
X	WRM0612cB05	1668662	1703074
X	WRM0624bE08	1675099	1708108
X	WRM065bH08	1694214	1734285
X	WRM0638dC01	1708642	1744680
X	WRM0628dE02	1718230	1753165
X	WRM064cG06	1726180	1754504
X	WRM0640aD04	1727667	1754681
X	WRM064bA08	1729867	1753553
X	WRM064dA01	1742156	1763401
X	WRM062bE09	1743604	1765752
X	WRM0639cH04	1747280	1768258
X	WRM063bB12	1759508	1790036
X	WRM068aC12	1763628	1799505
X	WRM0615cE03	1764774	1797796
X	WRM0618dG07	1767097	1801723
X	WRM0634aB01	1768475	1799440
X	WRM0619dF11	1770429	1804402
X	WRM065dB05	1779996	1809220
X	WRM0639cA04	1785289	1817738
X	WRM0639aB07	1807871	1844533
X	WRM065bC11	1832211	1866228
X	WRM0634bB07	1832382	1860840
X	WRM0626dA11	1839579	1873722
X	WRM063aG08	1839769	1871244
X	WRM0632bG10	1841079	1870947
X	WRM0630dF05	1844917	1877919
X	WRM0640aG09	1847388	1875142
X	WRM0616aC07	1847568	1882731
X	WRM0624cF08	1847867	1884979
X	WRM0632cB03	1852777	1884199
X	WRM066aD05	1867046	1888578
X	WRM0633dD08	1885856	1910658
X	WRM0634bG01	1903288	1934987
X	WRM068dH06	1913453	1949164
X	WRM069cH03	1917912	1949691
X	WRM0614cG05	1921187	1949875
X	WRM0611dA03	1924716	1946116
X	WRM0612dC06	1945517	1970167
X	WRM0623dH03	1949032	1981991
X	WRM067dE01	1949168	1983844
X	WRM0626aA05	1949838	1967426
X	WRM0615cH04	1962077	1996273
X	WRM0610bA12	2019459	2051365
X	WRM064dF09	2040290	2068316
X	WRM067cA09	2054256	2085623
X	WRM0638cD05	2057957	2090168
X	WRM065aH06	2059386	2092149
X	WRM0623cD07	2061537	2096651
X	WRM0626bG06	2061760	2095946
X	WRM066cF02	2068609	2097113
X	WRM063dD08	2069077	2108666
X	WRM0631dH04	2071483	2103045
X	WRM0619bH08	2075048	2107630
X	WRM0611dD02	2085874	2119852
X	WRM065aE02	2087974	2114520
X	WRM0620aF08	2090020	2118422
X	WRM063dB01	2090821	2127012
X	WRM0635dC12	2112849	2145847
X	WRM064aA02	2113372	2148284
X	WRM068dB07	2118435	2151911
X	WRM0620bE01	2119412	2155994
X	WRM0637cF07	2122698	2162114
X	WRM065dH11	2123687	2152927
X	WRM0620aA06	2128681	2167715
X	WRM0630dD12	2148948	2189126
X	WRM0637dE07	2154255	2191372
X	WRM0629aG09	2158889	2196758
X	WRM0621dD09	2162704	2195000
X	WRM068aB03	2175392	2211140
X	WRM0612aF09	2177568	2215430
X	WRM065dB04	2180483	2218715
X	WRM0621aA11	2190567	2228007
X	WRM0625bD09	2192649	2227880
X	WRM0624cE12	2195610	2228641
X	WRM062dH02	2198777	2232896
X	WRM0620aE07	2209542	2248803
X	WRM0620cF11	2210546	2241730
X	WRM0641dB03	2210553	2243791
X	WRM0617dF07	2213212	2250448
X	WRM061aG12	2216889	2251508
X	WRM0634cD12	2217123	2249679
X	WRM0632aB03	2220978	2256285
X	WRM068dG11	2224039	2257474
X	WRM062bG10	2226050	2257474
X	WRM0631cG01	2231018	2265322
X	WRM0638dD08	2242044	2277371
X	WRM0620aC04	2242781	2276142
X	WRM0641cB06	2252264	2291030
X	WRM0617dB01	2258840	2295928
X	WRM0625bA05	2259382	2292116
X	WRM0631bF08	2263912	2299065
X	WRM0621cA10	2270485	2303518
X	WRM0632bB02	2271100	2311604
X	WRM0625aB03	2273563	2312215
X	WRM0611cE11	2279082	2309202
X	WRM0629bE10	2282184	2314095
X	WRM0610aF06	2288495	2318824
X	WRM0635dD12	2295078	2330321
X	WRM0623bE11	2309475	2348616
X	WRM066aC11	2310873	2342758
X	WRM0616aB05	2318433	2357887
X	WRM0620cA06	2323721	2356519
X	WRM0624cC11	2325964	2361165
X	WRM063bC08	2326740	2358165
X	WRM0610aE09	2330857	2360458
X	WRM066bF02	2337120	2369716
X	WRM0612dG02	2341644	2371496
X	WRM0617aH11	2342007	2379542
X	WRM0640dB08	2347807	2379002
X	WRM0614bE04	2348138	2378950
X	WRM0624bG04	2348198	2380479
X	WRM067cD10	2348361	2381677
X	WRM0612dD05	2348845	2382161
X	WRM0639bG12	2349387	2382423
X	WRM064dH03	2350073	2382705
X	WRM0611cC07	2351949	2391774
X	WRM0620aG05	2353869	2390270
X	WRM0633aD09	2375603	2410639
X	WRM0619dC10	2382805	2417700
X	WRM0627bE06	2383165	2418010
X	WRM0625bG01	2385235	2418124
X	WRM0630cF03	2401436	2437856
X	WRM069cB10	2404452	2437304
X	WRM062aG12	2419504	2453701
X	WRM0618aC04	2425572	2448762
X	WRM0636aE07	2426760	2458416
X	WRM0631bE05	2427050	2460649
X	WRM0621dC09	2452725	2482129
X	WRM065cE10	2463202	2493753
X	WRM0640dH10	2463244	2488370
X	WRM0627aE09	2469219	2504688
X	WRM064dE09	2490560	2527080
X	WRM0636dD04	2493128	2528258
X	WRM0629cD10	2493478	2526233
X	WRM0631cG09	2499073	2532039
X	WRM0624dE03	2509328	2543142
X	WRM0630dG10	2522848	2555590
X	WRM069dD08	2532758	2567776
X	WRM067aB01	2534488	2564923
X	WRM0636cB06	2535199	2568762
X	WRM065dD11	2537559	2569820
X	WRM0612bG11	2541964	2571935
X	WRM0638dH06	2545942	2581199
X	WRM0639dF09	2547087	2586182
X	WRM063cC11	2560339	2593825
X	WRM0628dE08	2571218	2603716
X	WRM067cH06	2575687	2613335
X	WRM0629dD07	2579680	2613294
X	WRM0612aE10	2592349	2625363
X	WRM062aA10	2595226	2637521
X	WRM0617cH11	2602476	2637219
X	WRM065aA01	2610648	2647907
X	WRM0628aD01	2629688	2665025
X	WRM066bG01	2631954	2666232
X	WRM0640dF05	2638973	2672252
X	WRM0618bD08	2661873	2695571
X	WRM0632aB11	2662697	2699472
X	WRM062cG10	2667987	2699474
X	WRM0611dE10	2673356	2705818
X	WRM066aH10	2677862	2707542
X	WRM0622cG08	2678041	2717324
X	WRM062dD12	2683885	2720121
X	WRM0639bC08	2689423	2720603
X	WRM0628cH07	2700339	2734412
X	WRM0622dB07	2703834	2741583
X	WRM069cA07	2705977	2735103
X	WRM0637cG06	2706870	2738781
X	WRM0622bF11	2711988	2748847
X	WRM0616dD06	2727338	2761554
X	WRM0627dG04	2741771	2781492
X	WRM0634aA11	2744021	2778404
X	WRM0641bA07	2747838	2780486
X	WRM0622bA03	2753018	2790333
X	WRM0629dC08	2773684	2805746
X	WRM0625dG08	2773828	2805652
X	WRM0626bC10	2777182	2811996
X	WRM0627cD01	2784395	2817991
X	WRM0633aD10	2793296	2827306
X	WRM0613cD07	2796286	2830015
X	WRM067bH09	2796360	2826588
X	WRM0620dD04	2834247	2867526
X	WRM0629cC01	2835781	2869089
X	WRM067cC09	2840679	2875475
X	WRM0634aG04	2848552	2880045
X	WRM0617dD10	2849881	2883290
X	WRM065dA10	2853876	2886649
X	WRM065bF06	2856914	2893760
X	WRM0618aG03	2862688	2896458
X	WRM0619dB10	2875094	2908704
X	WRM0640cD07	2879471	2911890
X	WRM065dH06	2880460	2914579
X	WRM0616bF08	2882432	2913319
X	WRM0623aH10	2903494	2934281
X	WRM0628cF04	2904497	2939493
X	WRM0632cA04	2912050	2950949
X	WRM0617bB10	2912628	2949048
X	WRM064dC12	2914523	2946144
X	WRM0631aH09	2914710	2947619
X	WRM0621cH06	2920440	2950868
X	WRM0616aB04	2934614	2964702
X	WRM0614aG02	2937497	2973211
X	WRM0618bF01	2945883	2977046
X	WRM0638aF07	3012906	3047979
X	WRM0636dE03	3016016	3053660
X	WRM0622dA11	3018583	3053854
X	WRM0640dE08	3020171	3057697
X	WRM0621bG09	3022544	3056710
X	WRM0617aC02	3025763	3059727
X	WRM0639aH10	3027800	3062494
X	WRM0623cH05	3029001	3069750
X	WRM0618cE08	3029608	3064534
X	WRM0634aF01	3031469	3066914
X	WRM0628cB06	3031865	3064337
X	WRM0635dE06	3038243	3078917
X	WRM0637dC03	3048425	3084245
X	WRM0623dE04	3050876	3083518
X	WRM0625bF08	3050992	3087944
X	WRM0621cH04	3053863	3087827
X	WRM064dD02	3055001	3091829
X	WRM0617bF01	3055297	3087274
X	WRM0636dH03	3057697	3092871
X	WRM0629bG09	3060301	3091981
X	WRM0615cC11	3060303	3094461
X	WRM062dE02	3063786	3098598
X	WRM0636cF09	3068158	3101273
X	WRM061dH05	3072579	3104764
X	WRM0622dA09	3072951	3107975
X	WRM0616bD06	3082185	3113268
X	WRM0630cB08	3088303	3124610
X	WRM0639dH08	3091727	3125247
X	WRM0623dH09	3092208	3126900
X	WRM0637bB04	3093059	3124102
X	WRM0637dA07	3093673	3128895
X	WRM0617dG09	3093899	3131713
X	WRM0631bD01	3096227	3128207
X	WRM0637dE04	3097500	3130178
X	WRM0636aB07	3099456	3132935
X	WRM068aG04	3099896	3135517
X	WRM0620aC08	3103036	3138072
X	WRM068cF02	3103317	3133501
X	WRM0612aH03	3115417	3152440
X	WRM0612cF11	3116513	3151475
X	WRM0611dD08	3118650	3149737
X	WRM0615aD12	3118703	3155196
X	WRM0630aG01	3121722	3159279
X	WRM0632bH06	3131210	3166277
X	WRM0626bD09	3133556	3166181
X	WRM0620cG08	3141354	3175640
X	WRM0630aD05	3142865	3181340
X	WRM0626cC03	3145724	3181081
X	WRM0641bD08	3158371	3189326
X	WRM0631cG11	3158652	3192165
X	WRM0640aB07	3171040	3199753
X	WRM0635dH02	3173940	3206536
X	WRM0624dC08	3175009	3205603
X	WRM067dC04	3187422	3214800
X	WRM0620aE02	3188662	3222910
X	WRM0629cA12	3197683	3230273
X	WRM0623bC12	3198739	3234513
X	WRM067aH12	3208781	3244746
X	WRM0629dD03	3226454	3266305
X	WRM0636dH07	3231888	3269156
X	WRM0622dB06	3232728	3268597
X	WRM063aF04	3233736	3273203
X	WRM0619aB08	3233803	3270643
X	WRM0614bD11	3233847	3268175
X	WRM0633aC03	3234866	3268751
X	WRM0614cD03	3241227	3272439
X	WRM0635bF05	3244321	3276475
X	WRM064bF09	3249836	3279607
X	WRM0616aA01	3251982	3280447
X	WRM0620aD05	3253221	3286142
X	WRM0629aB07	3254351	3292794
X	WRM0626dF03	3255011	3288790
X	WRM0634cG03	3257646	3294812
X	WRM0610bD10	3258252	3295648
X	WRM0610cH05	3262228	3299510
X	WRM0616dA03	3275813	3309456
X	WRM0624dC12	3287076	3325525
X	WRM0631aC12	3292411	3326884
X	WRM0629dA10	3296651	3326937
X	WRM0624cD08	3300832	3325369
X	WRM0617bE08	3301746	3341952
X	WRM0615bG12	3312819	3343666
X	WRM0611bC01	3313442	3344741
X	WRM0615aH08	3316565	3348860
X	WRM065bD08	3321646	3353756
X	WRM0634cC04	3322156	3361089
X	WRM0621bC03	3330629	3365994
X	WRM065cG08	3348539	3379244
X	WRM067aF04	3357483	3394653
X	WRM0614cA02	3361227	3400169
X	WRM0619bF03	3363548	3400184
X	WRM0631dC12	3366179	3402590
X	WRM066bH09	3366469	3400218
X	WRM063cH11	3368570	3404974
X	WRM0635cE04	3369018	3405232
X	WRM0623dF01	3369791	3401274
X	WRM064cD10	3373507	3409624
X	WRM0631aG02	3378338	3412569
X	WRM0618dH04	3380705	3414961
X	WRM0615dE08	3385385	3419272
X	WRM0638aH11	3386826	3420998
X	WRM0624cH01	3392634	3425141
X	WRM0637dG11	3400137	3433564
X	WRM0620aA11	3402796	3443328
X	WRM0631cF07	3403955	3440627
X	WRM0624dD03	3404015	3445092
X	WRM069aE06	3405288	3438591
X	WRM0627bE05	3407040	3445317
X	WRM0639dC10	3414079	3447847
X	WRM0626bB11	3415034	3446482
X	WRM0617bF04	3419961	3455200
X	WRM0627bE03	3420353	3455892
X	WRM0613aE11	3428362	3463882
X	WRM0626aB10	3429144	3465451
X	WRM064cA05	3448094	3486430
X	WRM0616cG12	3448804	3483337
X	WRM066aA05	3449801	3484640
X	WRM0610cD05	3453841	3486411
X	WRM0620dH09	3454367	3487741
X	WRM0639aA09	3455536	3493240
X	WRM0610aH02	3462902	3497404
X	WRM0638aE02	3463140	3500033
X	WRM0636dD03	3463325	3499722
X	WRM0615cA06	3464440	3498669
X	WRM0632bD07	3466906	3502965
X	WRM0627dE11	3470564	3505776
X	WRM0614dB06	3474133	3511488
X	WRM0631bH05	3474317	3507044
X	WRM062dC04	3477131	3508059
X	WRM0633aH06	3496665	3533706
X	WRM0638cD01	3497479	3531549
X	WRM0626dB01	3498318	3534663
X	WRM0627aG06	3500580	3536571
X	WRM0629cA08	3502573	3543562
X	WRM061bC02	3502936	3537137
X	WRM0636aH10	3504145	3536298
X	WRM0638dD05	3505708	3541593
X	WRM0619aE08	3507638	3541951
X	WRM062bE05	3511789	3552096
X	WRM0624bA05	3512483	3546526
X	WRM0639dC07	3515246	3544314
X	WRM0629cA10	3520506	3554586
X	WRM0612bE07	3521680	3556211
X	WRM0637bF06	3521986	3555351
X	WRM062aD12	3523205	3554354
X	WRM0625cE12	3533343	3570577
X	WRM0621bE01	3541542	3573624
X	WRM066dE04	3545412	3578248
X	WRM0639dC11	3550429	3590362
X	WRM0613aF12	3552077	3589614
X	WRM0628cA08	3552960	3584615
X	WRM0632bE09	3558164	3590753
X	WRM0620cA05	3560608	3599839
X	WRM067cD09	3565202	3600014
X	WRM0616bF12	3565469	3601703
X	WRM0627cA02	3567946	3603454
X	WRM0626aE11	3570575	3605032
X	WRM0623bA05	3573893	3608560
X	WRM0632bF07	3577104	3610912
X	WRM0618dH09	3577187	3618452
X	WRM0624cC05	3578530	3610114
X	WRM0634bA11	3584228	3615761
X	WRM0631aA06	3594647	3627000
X	WRM0622bF09	3594914	3629387
X	WRM065bA12	3594929	3632119
X	WRM0630aE03	3597323	3631902
X	WRM0634bB03	3601966	3631456
X	WRM065cC07	3602140	3635013
X	WRM0629dE04	3604628	3635983
X	WRM0622cB12	3605890	3634929
X	WRM0628bB10	3608608	3645030
X	WRM0616cG02	3618411	3648722
X	WRM0632aA04	3619389	3643846
X	WRM0621dH07	3620251	3647433
X	WRM063bC10	3630637	3661988
X	WRM068aH10	3631383	3662962
X	WRM0632bD05	3631503	3673523
X	WRM0617cH03	3633082	3667337
X	WRM0636bD05	3635486	3674721
X	WRM0638bH11	3653314	3689939
X	WRM068cD06	3654239	3688590
X	WRM0622cF02	3661234	3695116
X	WRM0633dE10	3661707	3700270
X	WRM0634bG05	3670044	3710607
X	WRM0626aC02	3676554	3708832
X	WRM0614bH11	3683168	3713067
X	WRM0630dE03	3688244	3718968
X	WRM0621cA12	3692380	3729848
X	WRM065cD12	3692775	3725321
X	WRM0615dA01	3701694	3737844
X	WRM0641aB02	3707314	3744346
X	WRM0620aC02	3712943	3745736
X	WRM0619dC12	3713158	3751310
X	WRM0626bG05	3721928	3752085
X	WRM0633aC01	3729371	3763274
X	WRM0617bH09	3737278	3766296
X	WRM0627dF05	3744450	3776971
X	WRM063dB04	3747319	3780986
X	WRM067bH01	3749771	3782527
X	WRM0613cH07	3751931	3780857
X	WRM0618bD11	3753260	3786065
X	WRM0612cC12	3755185	3784566
X	WRM0625aE07	3755692	3791349
X	WRM0628bH07	3771942	3799619
X	WRM0640aF10	3775857	3812384
X	WRM0616dC11	3780336	3810200
X	WRM0629bF06	3784033	3819690
X	WRM062cF02	3784365	3814305
X	WRM0616bF05	3786640	3817148
X	WRM0613cD12	3796914	3828585
X	WRM0615aC12	3803695	3838285
X	WRM0616dC12	3805843	3839274
X	WRM0632bA07	3809068	3833588
X	WRM0610bE06	3810592	3843728
X	WRM0627cF03	3811724	3853115
X	WRM0611dA10	3812279	3849087
X	WRM061dA01	3815700	3851364
X	WRM0638cF03	3818639	3854307
X	WRM0617cF08	3821359	3858525
X	WRM0623cF06	3821932	3863019
X	WRM0620cB08	3822724	3860018
X	WRM063dF10	3825717	3861019
X	WRM0611aA10	3837872	3866089
X	WRM0611cC08	3845023	3881415
X	WRM0615aH02	3853474	3887419
X	WRM0616dB07	3853944	3888728
X	WRM0629aA07	3854670	3893671
X	WRM0622cC02	3856372	3890241
X	WRM064dG05	3856945	3888759
X	WRM0621bA11	3857845	3888124
X	WRM0631aF06	3865450	3897072
X	WRM0622aG09	3867817	3900366
X	WRM0611cA02	3867908	3904813
X	WRM0622cG01	3870777	3902796
X	WRM0638bG07	3882747	3917089
X	WRM0630aC09	3884549	3923425
X	WRM0622cB10	3885004	3917536
X	WRM0613cG05	3886172	3929974
X	WRM0633aE09	3893720	3930162
X	WRM0621cE04	3898489	3935503
X	WRM063cF07	3900631	3937388
X	WRM0627cC05	3903094	3936463
X	WRM0632dA07	3904201	3936552
X	WRM0629dD04	3904542	3938169
X	WRM066dB02	3904604	3938717
X	WRM0638bG10	3909582	3942732
X	WRM0613cH03	3909735	3941237
X	WRM0615bD04	3921647	3957405
X	WRM0615aF04	3926384	3961542
X	WRM0630aB04	3930335	3966533
X	WRM064dC05	3931087	3964361
X	WRM0629bE03	3938815	3971788
X	WRM0623aA02	3940644	3977201
X	WRM0626bA08	3948224	3981719
X	WRM0628dA03	3953924	3985897
X	WRM062aC02	3955384	3983875
X	WRM063cD04	3966404	3997609
X	WRM0626cE02	3976713	4011480
X	WRM0638aF10	3978207	4012795
X	WRM0622dE03	3978630	4015992
X	WRM069cD04	3996094	4029194
X	WRM0641cG06	3999708	4024333
X	WRM0616bG02	3999946	4027653
X	WRM0625bG05	3999995	4027572
X	WRM0615dH09	4004283	4027358
X	WRM0611aH07	4014620	4030229
X	WRM0633aF03	4041705	4079344
X	WRM0612bC10	4072305	4105719
X	WRM0613dC05	4073066	4106715
X	WRM0616cG09	4082894	4119500
X	WRM061aD02	4082907	4116545
X	WRM0617dE07	4087206	4120610
X	WRM0629bE09	4091334	4123391
X	WRM0624dF04	4091912	4125385
X	WRM0614dF02	4098785	4137925
X	WRM068cD03	4100081	4135512
X	WRM0627aD03	4101624	4135054
X	WRM064dE08	4105453	4136121
X	WRM0640cA09	4112857	4149312
X	WRM063cC02	4114808	4146466
X	WRM0641cG12	4116293	4151651
X	WRM063aE03	4116505	4151623
X	WRM0622dF06	4118915	4149030
X	WRM0624dC06	4131861	4162202
X	WRM067cE05	4137952	4173537
X	WRM0612dH04	4139272	4169856
X	WRM067aE12	4145615	4176494
X	WRM0624bF02	4151992	4194356
X	WRM0615aC10	4152368	4185508
X	WRM0611bH02	4155091	4190328
X	WRM062dH09	4161476	4191639
X	WRM068cF01	4162555	4193577
X	WRM0618dG02	4185278	4213854
X	WRM0626cG08	4186481	4223846
X	WRM0629cG04	4186829	4221056
X	WRM0622aA01	4193497	4224869
X	WRM0627cB06	4193941	4230254
X	WRM0636bF06	4198584	4230774
X	WRM066aH12	4201232	4233620
X	WRM064dD01	4221276	4260005
X	WRM0632aB08	4247469	4280957
X	WRM069dE12	4257275	4289284
X	WRM0613bC04	4257500	4291920
X	WRM0627cA09	4269178	4302155
X	WRM0626aA06	4270976	4303666
X	WRM0626dB09	4272786	4305467
X	WRM0623bD06	4281155	4317773
X	WRM0625bB12	4289084	4328367
X	WRM0624bF08	4290611	4328185
X	WRM0621cG04	4297802	4330246
X	WRM0626aD03	4311248	4346392
X	WRM0616dH06	4322879	4357526
X	WRM0620dF06	4337284	4372277
X	WRM0618cE12	4340168	4371820
X	WRM0629aF12	4359016	4393678
X	WRM0617aG02	4360989	4392601
X	WRM061aD07	4372901	4408632
X	WRM069cF02	4396273	4434660
X	WRM069dH01	4409995	4445611
X	WRM0623cB12	4410026	4446500
X	WRM0625bE08	4441573	4484993
X	WRM0633bF03	4447868	4480468
X	WRM0610cG08	4453570	4484534
X	WRM0623cC06	4453720	4488899
X	WRM0617dA05	4454202	4494214
X	WRM0635cF06	4456176	4489839
X	WRM0616cD03	4466232	4496005
X	WRM0611cD04	4469037	4495837
X	WRM068aH09	4469986	4502462
X	WRM0616aC09	4472561	4506513
X	WRM0625aH03	4482191	4510111
X	WRM0611bA03	4486478	4517842
X	WRM0610dC05	4490597	4526208
X	WRM063cB11	4501751	4537797
X	WRM069aC03	4514441	4550196
X	WRM0634cD06	4515186	4546729
X	WRM063bD12	4517205	4554262
X	WRM065aG05	4517273	4551563
X	WRM061cD01	4518080	4552483
X	WRM0610dC03	4518386	4552152
X	WRM064bD10	4519589	4557592
X	WRM064dG01	4521837	4555688
X	WRM0613dH11	4523123	4555298
X	WRM0633bG03	4523345	4557528
X	WRM061bC12	4531683	4566705
X	WRM0623cE11	4539396	4574956
X	WRM0625dD07	4548869	4585860
X	WRM0621aH03	4549706	4586035
X	WRM063dD02	4552623	4586932
X	WRM0624bC12	4561112	4597789
X	WRM063bE06	4564771	4602852
X	WRM0616dC08	4590051	4624109
X	WRM0633bC11	4590064	4629149
X	WRM0629bD02	4590503	4624764
X	WRM0617dB02	4593873	4623663
X	WRM0611dG12	4594130	4630185
X	WRM0637dH08	4599101	4637429
X	WRM0610dE07	4602698	4637153
X	WRM0640bB05	4604038	4638598
X	WRM0613dB05	4613254	4645145
X	WRM0639cF11	4615609	4650495
X	WRM068aH02	4618912	4654287
X	WRM0633cA05	4621047	4659828
X	WRM0631aG11	4622072	4651986
X	WRM064cB07	4623091	4658225
X	WRM0636cB02	4630082	4663781
X	WRM0613bC08	4663818	4695920
X	WRM0638aE06	4666537	4704732
X	WRM0630bH03	4666642	4698216
X	WRM0626bE07	4673273	4704519
X	WRM0639bA11	4680471	4713513
X	WRM0641dB05	4683292	4721037
X	WRM0635aD06	4696265	4733731
X	WRM0632dG03	4704528	4737426
X	WRM061bD11	4706823	4742267
X	WRM065bA06	4709473	4749109
X	WRM0613cB09	4711114	4745571
X	WRM0621bC11	4717530	4748613
X	WRM0630aD04	4719057	4756834
X	WRM0641aH07	4722250	4759184
X	WRM0618bG10	4733183	4765677
X	WRM0632bG03	4735563	4777649
X	WRM0613aH09	4743512	4772371
X	WRM0618dA09	4745378	4777941
X	WRM067dC01	4746181	4778865
X	WRM068cD04	4747347	4782497
X	WRM0610bG04	4757417	4788681
X	WRM0620dG04	4765840	4801757
X	WRM065bF09	4770674	4805108
X	WRM0640bA11	4772835	4804412
X	WRM0632aD03	4775034	4808575
X	WRM0613bG04	4785460	4819392
X	WRM0633cF04	4790522	4822080
X	WRM0631aC06	4791616	4827954
X	WRM064cE12	4793263	4829775
X	WRM066aG12	4795596	4823093
X	WRM0619bD03	4796299	4829472
X	WRM0613cC04	4796477	4834861
X	WRM069aF05	4807137	4841343
X	WRM0635cA10	4809268	4840359
X	WRM0627dF09	4810416	4848140
X	WRM0618cD02	4810612	4842913
X	WRM0639aH07	4812503	4848314
